
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,41.632,41.632,41.632,0.000,41.632,41.632,41.632,41.632,1,µm^2,Surface,,,,,8,
Area,84.318,84.318,84.318,0.000,84.318,84.318,84.318,84.318,1,µm^2,Surface,,,,,9,
Area,106.610,106.610,106.610,0.000,106.610,106.610,106.610,106.610,1,µm^2,Surface,,,,,10,
Area,127.680,127.680,127.680,0.000,127.680,127.680,127.680,127.680,1,µm^2,Surface,,,,,11,
Area,147.209,147.209,147.209,0.000,147.209,147.209,147.209,147.209,1,µm^2,Surface,,,,,12,
Area,154.554,154.554,154.554,0.000,154.554,154.554,154.554,154.554,1,µm^2,Surface,,,,,13,
Area,175.807,175.807,175.807,0.000,175.807,175.807,175.807,175.807,1,µm^2,Surface,,,,,14,
Area,181.748,181.748,181.748,0.000,181.748,181.748,181.748,181.748,1,µm^2,Surface,,,,,15,
Area,177.494,177.494,177.494,0.000,177.494,177.494,177.494,177.494,1,µm^2,Surface,,,,,16,
Area,184.808,184.808,184.808,0.000,184.808,184.808,184.808,184.808,1,µm^2,Surface,,,,,17,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,9,
Displacement Delta Length,1.369,1.369,1.369,0.000,1.369,1.369,1.369,1.369,1,µm,Surface,,,,,10,
Displacement Delta Length,2.770,2.770,2.770,0.000,2.770,2.770,2.770,2.770,1,µm,Surface,,,,,11,
Displacement Delta Length,3.360,3.360,3.360,0.000,3.360,3.360,3.360,3.360,1,µm,Surface,,,,,12,
Displacement Delta Length,2.428,2.428,2.428,0.000,2.428,2.428,2.428,2.428,1,µm,Surface,,,,,13,
Displacement Delta Length,1.231,1.231,1.231,0.000,1.231,1.231,1.231,1.231,1,µm,Surface,,,,,14,
Displacement Delta Length,1.832,1.832,1.832,0.000,1.832,1.832,1.832,1.832,1,µm,Surface,,,,,15,
Displacement Delta Length,1.203,1.203,1.203,0.000,1.203,1.203,1.203,1.203,1,µm,Surface,,,,,16,
Displacement Delta Length,0.924,0.924,0.924,0.000,0.924,0.924,0.924,0.924,1,µm,Surface,,,,,17,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,9,
Displacement Delta X,0.349,0.349,0.349,0.000,0.349,0.349,0.349,0.349,1,µm,Surface,,Displacement Delta,,,10,
Displacement Delta X,1.800,1.800,1.800,0.000,1.800,1.800,1.800,1.800,1,µm,Surface,,Displacement Delta,,,11,
Displacement Delta X,1.510,1.510,1.510,0.000,1.510,1.510,1.510,1.510,1,µm,Surface,,Displacement Delta,,,12,
Displacement Delta X,-1.248,-1.248,-1.248,0.000,-1.248,-1.248,-1.248,-1.248,1,µm,Surface,,Displacement Delta,,,13,
Displacement Delta X,-1.132,-1.132,-1.132,0.000,-1.132,-1.132,-1.132,-1.132,1,µm,Surface,,Displacement Delta,,,14,
