
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,
Distance to Image Border XY,14.993,14.993,14.993,0.000,14.993,14.993,14.993,14.993,1,µm,Surface,,,Image 1,48,
Distance to Image Border XY,14.406,14.406,14.406,0.000,14.406,14.406,14.406,14.406,1,µm,Surface,,,Image 1,49,
Distance to Image Border XY,14.127,14.127,14.127,0.000,14.127,14.127,14.127,14.127,1,µm,Surface,,,Image 1,50,
Distance to Image Border XY,14.292,14.292,14.292,0.000,14.292,14.292,14.292,14.292,1,µm,Surface,,,Image 1,51,
Distance to Image Border XY,13.911,13.911,13.911,0.000,13.911,13.911,13.911,13.911,1,µm,Surface,,,Image 1,52,
Distance to Image Border XY,14.159,14.159,14.159,0.000,14.159,14.159,14.159,14.159,1,µm,Surface,,,Image 1,53,
Distance to Image Border XY,15.393,15.393,15.393,0.000,15.393,15.393,15.393,15.393,1,µm,Surface,,,Image 1,54,
Distance to Image Border XY,15.386,15.386,15.386,0.000,15.386,15.386,15.386,15.386,1,µm,Surface,,,Image 1,55,
Distance to Image Border XY,15.000,15.000,15.000,0.000,15.000,15.000,15.000,15.000,1,µm,Surface,,,Image 1,56,
Distance to Image Border XY,15.431,15.431,15.431,0.000,15.431,15.431,15.431,15.431,1,µm,Surface,,,Image 1,57,
Ellipticity (oblate),0.521,0.521,0.521,0.000,0.521,0.521,0.521,0.521,1,,Surface,,,,29,
Ellipticity (oblate),0.197,0.197,0.197,0.000,0.197,0.197,0.197,0.197,1,,Surface,,,,30,
Ellipticity (oblate),0.217,0.217,0.217,0.000,0.217,0.217,0.217,0.217,1,,Surface,,,,31,
Ellipticity (oblate),0.211,0.211,0.211,0.000,0.211,0.211,0.211,0.211,1,,Surface,,,,32,
Ellipticity (oblate),0.199,0.199,0.199,0.000,0.199,0.199,0.199,0.199,1,,Surface,,,,33,
Ellipticity (oblate),0.315,0.315,0.315,0.000,0.315,0.315,0.315,0.315,1,,Surface,,,,34,
Ellipticity (oblate),0.195,0.195,0.195,0.000,0.195,0.195,0.195,0.195,1,,Surface,,,,35,
Ellipticity (oblate),0.397,0.397,0.397,0.000,0.397,0.397,0.397,0.397,1,,Surface,,,,36,
Ellipticity (oblate),0.372,0.372,0.372,0.000,0.372,0.372,0.372,0.372,1,,Surface,,,,37,
Ellipticity (oblate),0.531,0.531,0.531,0.000,0.531,0.531,0.531,0.531,1,,Surface,,,,38,
Ellipticity (oblate),0.600,0.600,0.600,0.000,0.600,0.600,0.600,0.600,1,,Surface,,,,39,
Ellipticity (oblate),0.526,0.526,0.526,0.000,0.526,0.526,0.526,0.526,1,,Surface,,,,40,
Ellipticity (oblate),0.462,0.462,0.462,0.000,0.462,0.462,0.462,0.462,1,,Surface,,,,41,
Ellipticity (oblate),0.536,0.536,0.536,0.000,0.536,0.536,0.536,0.536,1,,Surface,,,,42,
Ellipticity (oblate),0.613,0.613,0.613,0.000,0.613,0.613,0.613,0.613,1,,Surface,,,,43,
Ellipticity (oblate),0.540,0.540,0.540,0.000,0.540,0.540,0.540,0.540,1,,Surface,,,,44,
Ellipticity (oblate),0.289,0.289,0.289,0.000,0.289,0.289,0.289,0.289,1,,Surface,,,,45,
Ellipticity (oblate),0.321,0.321,0.321,0.000,0.321,0.321,0.321,0.321,1,,Surface,,,,46,
Ellipticity (oblate),0.239,0.239,0.239,0.000,0.239,0.239,0.239,0.239,1,,Surface,,,,47,
Ellipticity (oblate),0.109,0.109,0.109,0.000,0.109,0.109,0.109,0.109,1,,Surface,,,,48,
Ellipticity (oblate),0.093,0.093,0.093,0.000,0.093,0.093,0.093,0.093,1,,Surface,,,,49,
Ellipticity (oblate),0.108,0.108,0.108,0.000,0.108,0.108,0.108,0.108,1,,Surface,,,,50,
Ellipticity (oblate),0.123,0.123,0.123,0.000,0.123,0.123,0.123,0.123,1,,Surface,,,,51,
Ellipticity (oblate),0.241,0.241,0.241,0.000,0.241,0.241,0.241,0.241,1,,Surface,,,,52,
Ellipticity (oblate),0.172,0.172,0.172,0.000,0.172,0.172,0.172,0.172,1,,Surface,,,,53,
Ellipticity (oblate),0.135,0.135,0.135,0.000,0.135,0.135,0.135,0.135,1,,Surface,,,,54,
Ellipticity (oblate),0.211,0.211,0.211,0.000,0.211,0.211,0.211,0.211,1,,Surface,,,,55,
Ellipticity (oblate),0.214,0.214,0.214,0.000,0.214,0.214,0.214,0.214,1,,Surface,,,,56,
Ellipticity (oblate),0.534,0.534,0.534,0.000,0.534,0.534,0.534,0.534,1,,Surface,,,,57,
Ellipticity (prolate),0.330,0.330,0.330,0.000,0.330,0.330,0.330,0.330,1,,Surface,,,,29,
Ellipticity (prolate),0.317,0.317,0.317,0.000,0.317,0.317,0.317,0.317,1,,Surface,,,,30,
Ellipticity (prolate),0.244,0.244,0.244,0.000,0.244,0.244,0.244,0.244,1,,Surface,,,,31,
Ellipticity (prolate),0.166,0.166,0.166,0.000,0.166,0.166,0.166,0.166,1,,Surface,,,,32,
Ellipticity (prolate),0.139,0.139,0.139,0.000,0.139,0.139,0.139,0.139,1,,Surface,,,,33,
Ellipticity (prolate),0.209,0.209,0.209,0.000,0.209,0.209,0.209,0.209,1,,Surface,,,,34,
Ellipticity (prolate),0.125,0.125,0.125,0.000,0.125,0.125,0.125,0.125,1,,Surface,,,,35,
Ellipticity (prolate),0.220,0.220,0.220,0.000,0.220,0.220,0.220,0.220,1,,Surface,,,,36,
Ellipticity (prolate),0.226,0.226,0.226,0.000,0.226,0.226,0.226,0.226,1,,Surface,,,,37,
Ellipticity (prolate),0.288,0.288,0.288,0.000,0.288,0.288,0.288,0.288,1,,Surface,,,,38,
Ellipticity (prolate),0.218,0.218,0.218,0.000,0.218,0.218,0.218,0.218,1,,Surface,,,,39,
Ellipticity (prolate),0.282,0.282,0.282,0.000,0.282,0.282,0.282,0.282,1,,Surface,,,,40,
Ellipticity (prolate),0.249,0.249,0.249,0.000,0.249,0.249,0.249,0.249,1,,Surface,,,,41,
Ellipticity (prolate),0.272,0.272,0.272,0.000,0.272,0.272,0.272,0.272,1,,Surface,,,,42,
Ellipticity (prolate),0.242,0.242,0.242,0.000,0.242,0.242,0.242,0.242,1,,Surface,,,,43,
Ellipticity (prolate),0.263,0.263,0.263,0.000,0.263,0.263,0.263,0.263,1,,Surface,,,,44,
Ellipticity (prolate),0.256,0.256,0.256,0.000,0.256,0.256,0.256,0.256,1,,Surface,,,,45,
Ellipticity (prolate),0.245,0.245,0.245,0.000,0.245,0.245,0.245,0.245,1,,Surface,,,,46,
Ellipticity (prolate),0.171,0.171,0.171,0.000,0.171,0.171,0.171,0.171,1,,Surface,,,,47,
Ellipticity (prolate),0.088,0.088,0.088,0.000,0.088,0.088,0.088,0.088,1,,Surface,,,,48,
Ellipticity (prolate),0.054,0.054,0.054,0.000,0.054,0.054,0.054,0.054,1,,Surface,,,,49,
Ellipticity (prolate),0.128,0.128,0.128,0.000,0.128,0.128,0.128,0.128,1,,Surface,,,,50,
Ellipticity (prolate),0.151,0.151,0.151,0.000,0.151,0.151,0.151,0.151,1,,Surface,,,,51,
Ellipticity (prolate),0.196,0.196,0.196,0.000,0.196,0.196,0.196,0.196,1,,Surface,,,,52,
Ellipticity (prolate),0.118,0.118,0.118,0.000,0.118,0.118,0.118,0.118,1,,Surface,,,,53,
Ellipticity (prolate),0.149,0.149,0.149,0.000,0.149,0.149,0.149,0.149,1,,Surface,,,,54,
Ellipticity (prolate),0.172,0.172,0.172,0.000,0.172,0.172,0.172,0.172,1,,Surface,,,,55,
Ellipticity (prolate),0.162,0.162,0.162,0.000,0.162,0.162,0.162,0.162,1,,Surface,,,,56,
Ellipticity (prolate),0.248,0.248,0.248,0.000,0.248,0.248,0.248,0.248,1,,Surface,,,,57,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,29,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,30,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,31,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,32,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,33,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,34,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,35,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,36,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,37,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,38,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,39,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,40,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,41,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,42,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,43,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,44,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,45,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,46,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,47,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,48,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,49,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,50,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,51,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,52,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,53,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,54,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,55,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,56,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,57,
Intensity Max,269.000,269.000,269.000,0.000,269.000,269.000,269.000,269.000,1,,Surface,1,,Image 1,29,
Intensity Max,958.000,958.000,958.000,0.000,958.000,958.000,958.000,958.000,1,,Surface,1,,Image 1,30,
Intensity Max,656.000,656.000,656.000,0.000,656.000,656.000,656.000,656.000,1,,Surface,1,,Image 1,31,
Intensity Max,977.000,977.000,977.000,0.000,977.000,977.000,977.000,977.000,1,,Surface,1,,Image 1,32,
Intensity Max,641.000,641.000,641.000,0.000,641.000,641.000,641.000,641.000,1,,Surface,1,,Image 1,33,
Intensity Max,840.000,840.000,840.000,0.000,840.000,840.000,840.000,840.000,1,,Surface,1,,Image 1,34,
Intensity Max,865.000,865.000,865.000,0.000,865.000,865.000,865.000,865.000,1,,Surface,1,,Image 1,35,
Intensity Max,2451.000,2451.000,2451.000,0.000,2451.000,2451.000,2451.000,2451.000,1,,Surface,1,,Image 1,36,
Intensity Max,2959.000,2959.000,2959.000,0.000,2959.000,2959.000,2959.000,2959.000,1,,Surface,1,,Image 1,37,
Intensity Max,3372.000,3372.000,3372.000,0.000,3372.000,3372.000,3372.000,3372.000,1,,Surface,1,,Image 1,38,
Intensity Max,4045.000,4045.000,4045.000,0.000,4045.000,4045.000,4045.000,4045.000,1,,Surface,1,,Image 1,39,
Intensity Max,3028.000,3028.000,3028.000,0.000,3028.000,3028.000,3028.000,3028.000,1,,Surface,1,,Image 1,40,
Intensity Max,2490.000,2490.000,2490.000,0.000,2490.000,2490.000,2490.000,2490.000,1,,Surface,1,,Image 1,41,
Intensity Max,2734.000,2734.000,2734.000,0.000,2734.000,2734.000,2734.000,2734.000,1,,Surface,1,,Image 1,42,
Intensity Max,1881.000,1881.000,1881.000,0.000,1881.000,1881.000,1881.000,1881.000,1,,Surface,1,,Image 1,43,
Intensity Max,3121.000,3121.000,3121.000,0.000,3121.000,3121.000,3121.000,3121.000,1,,Surface,1,,Image 1,44,
Intensity Max,1931.000,1931.000,1931.000,0.000,1931.000,1931.000,1931.000,1931.000,1,,Surface,1,,Image 1,45,
Intensity Max,691.000,691.000,691.000,0.000,691.000,691.000,691.000,691.000,1,,Surface,1,,Image 1,46,
Intensity Max,408.000,408.000,408.000,0.000,408.000,408.000,408.000,408.000,1,,Surface,1,,Image 1,47,
Intensity Max,382.000,382.000,382.000,0.000,382.000,382.000,382.000,382.000,1,,Surface,1,,Image 1,48,
Intensity Max,455.000,455.000,455.000,0.000,455.000,455.000,455.000,455.000,1,,Surface,1,,Image 1,49,
Intensity Max,351.000,351.000,351.000,0.000,351.000,351.000,351.000,351.000,1,,Surface,1,,Image 1,50,
Intensity Max,345.000,345.000,345.000,0.000,345.000,345.000,345.000,345.000,1,,Surface,1,,Image 1,51,
Intensity Max,331.000,331.000,331.000,0.000,331.000,331.000,331.000,331.000,1,,Surface,1,,Image 1,52,
Intensity Max,284.000,284.000,284.000,0.000,284.000,284.000,284.000,284.000,1,,Surface,1,,Image 1,53,
Intensity Max,270.000,270.000,270.000,0.000,270.000,270.000,270.000,270.000,1,,Surface,1,,Image 1,54,
Intensity Max,266.000,266.000,266.000,0.000,266.000,266.000,266.000,266.000,1,,Surface,1,,Image 1,55,
Intensity Max,271.000,271.000,271.000,0.000,271.000,271.000,271.000,271.000,1,,Surface,1,,Image 1,56,
Intensity Max,254.000,254.000,254.000,0.000,254.000,254.000,254.000,254.000,1,,Surface,1,,Image 1,57,
Intensity Mean,155.759,155.759,155.759,0.000,155.759,155.759,155.759,155.759,1,,Surface,1,,Image 1,29,
Intensity Mean,157.160,157.160,157.160,0.000,157.160,157.160,157.160,157.160,1,,Surface,1,,Image 1,30,
Intensity Mean,155.117,155.117,155.117,0.000,155.117,155.117,155.117,155.117,1,,Surface,1,,Image 1,31,
Intensity Mean,154.680,154.680,154.680,0.000,154.680,154.680,154.680,154.680,1,,Surface,1,,Image 1,32,
Intensity Mean,157.039,157.039,157.039,0.000,157.039,157.039,157.039,157.039,1,,Surface,1,,Image 1,33,
Intensity Mean,155.229,155.229,155.229,0.000,155.229,155.229,155.229,155.229,1,,Surface,1,,Image 1,34,
Intensity Mean,153.483,153.483,153.483,0.000,153.483,153.483,153.483,153.483,1,,Surface,1,,Image 1,35,
Intensity Mean,152.881,152.881,152.881,0.000,152.881,152.881,152.881,152.881,1,,Surface,1,,Image 1,36,
Intensity Mean,156.981,156.981,156.981,0.000,156.981,156.981,156.981,156.981,1,,Surface,1,,Image 1,37,
Intensity Mean,177.657,177.657,177.657,0.000,177.657,177.657,177.657,177.657,1,,Surface,1,,Image 1,38,
Intensity Mean,202.983,202.983,202.983,0.000,202.983,202.983,202.983,202.983,1,,Surface,1,,Image 1,39,
Intensity Mean,192.113,192.113,192.113,0.000,192.113,192.113,192.113,192.113,1,,Surface,1,,Image 1,40,
Intensity Mean,186.696,186.696,186.696,0.000,186.696,186.696,186.696,186.696,1,,Surface,1,,Image 1,41,
Intensity Mean,178.859,178.859,178.859,0.000,178.859,178.859,178.859,178.859,1,,Surface,1,,Image 1,42,
Intensity Mean,172.344,172.344,172.344,0.000,172.344,172.344,172.344,172.344,1,,Surface,1,,Image 1,43,
Intensity Mean,159.423,159.423,159.423,0.000,159.423,159.423,159.423,159.423,1,,Surface,1,,Image 1,44,
Intensity Mean,153.717,153.717,153.717,0.000,153.717,153.717,153.717,153.717,1,,Surface,1,,Image 1,45,
Intensity Mean,147.272,147.272,147.272,0.000,147.272,147.272,147.272,147.272,1,,Surface,1,,Image 1,46,
Intensity Mean,144.321,144.321,144.321,0.000,144.321,144.321,144.321,144.321,1,,Surface,1,,Image 1,47,
Intensity Mean,142.825,142.825,142.825,0.000,142.825,142.825,142.825,142.825,1,,Surface,1,,Image 1,48,
Intensity Mean,144.981,144.981,144.981,0.000,144.981,144.981,144.981,144.981,1,,Surface,1,,Image 1,49,
Intensity Mean,143.063,143.063,143.063,0.000,143.063,143.063,143.063,143.063,1,,Surface,1,,Image 1,50,
Intensity Mean,144.146,144.146,144.146,0.000,144.146,144.146,144.146,144.146,1,,Surface,1,,Image 1,51,
Intensity Mean,143.879,143.879,143.879,0.000,143.879,143.879,143.879,143.879,1,,Surface,1,,Image 1,52,
Intensity Mean,143.336,143.336,143.336,0.000,143.336,143.336,143.336,143.336,1,,Surface,1,,Image 1,53,
Intensity Mean,141.204,141.204,141.204,0.000,141.204,141.204,141.204,141.204,1,,Surface,1,,Image 1,54,
Intensity Mean,141.322,141.322,141.322,0.000,141.322,141.322,141.322,141.322,1,,Surface,1,,Image 1,55,
Intensity Mean,139.191,139.191,139.191,0.000,139.191,139.191,139.191,139.191,1,,Surface,1,,Image 1,56,
Intensity Mean,139.969,139.969,139.969,0.000,139.969,139.969,139.969,139.969,1,,Surface,1,,Image 1,57,
Intensity Median,153.062,153.062,153.062,0.000,153.062,153.062,153.062,153.062,1,,Surface,1,,Image 1,29,
Intensity Median,151.250,151.250,151.250,0.000,151.250,151.250,151.250,151.250,1,,Surface,1,,Image 1,30,
Intensity Median,150.250,150.250,150.250,0.000,150.250,150.250,150.250,150.250,1,,Surface,1,,Image 1,31,
Intensity Median,149.250,149.250,149.250,0.000,149.250,149.250,149.250,149.250,1,,Surface,1,,Image 1,32,
Intensity Median,152.250,152.250,152.250,0.000,152.250,152.250,152.250,152.250,1,,Surface,1,,Image 1,33,
Intensity Median,148.250,148.250,148.250,0.000,148.250,148.250,148.250,148.250,1,,Surface,1,,Image 1,34,
Intensity Median,148.250,148.250,148.250,0.000,148.250,148.250,148.250,148.250,1,,Surface,1,,Image 1,35,
Intensity Median,141.000,141.000,141.000,0.000,141.000,141.000,141.000,141.000,1,,Surface,1,,Image 1,36,
Intensity Median,137.000,137.000,137.000,0.000,137.000,137.000,137.000,137.000,1,,Surface,1,,Image 1,37,
Intensity Median,129.000,129.000,129.000,0.000,129.000,129.000,129.000,129.000,1,,Surface,1,,Image 1,38,
Intensity Median,130.000,130.000,130.000,0.000,130.000,130.000,130.000,130.000,1,,Surface,1,,Image 1,39,
Intensity Median,127.000,127.000,127.000,0.000,127.000,127.000,127.000,127.000,1,,Surface,1,,Image 1,40,
Intensity Median,125.000,125.000,125.000,0.000,125.000,125.000,125.000,125.000,1,,Surface,1,,Image 1,41,
Intensity Median,127.000,127.000,127.000,0.000,127.000,127.000,127.000,127.000,1,,Surface,1,,Image 1,42,
Intensity Median,132.500,132.500,132.500,0.000,132.500,132.500,132.500,132.500,1,,Surface,1,,Image 1,43,
Intensity Median,133.000,133.000,133.000,0.000,133.000,133.000,133.000,133.000,1,,Surface,1,,Image 1,44,
Intensity Median,133.500,133.500,133.500,0.000,133.500,133.500,133.500,133.500,1,,Surface,1,,Image 1,45,
Intensity Median,138.250,138.250,138.250,0.000,138.250,138.250,138.250,138.250,1,,Surface,1,,Image 1,46,
Intensity Median,138.125,138.125,138.125,0.000,138.125,138.125,138.125,138.125,1,,Surface,1,,Image 1,47,
Intensity Median,139.125,139.125,139.125,0.000,139.125,139.125,139.125,139.125,1,,Surface,1,,Image 1,48,
Intensity Median,140.125,140.125,140.125,0.000,140.125,140.125,140.125,140.125,1,,Surface,1,,Image 1,49,
Intensity Median,139.125,139.125,139.125,0.000,139.125,139.125,139.125,139.125,1,,Surface,1,,Image 1,50,
Intensity Median,140.125,140.125,140.125,0.000,140.125,140.125,140.125,140.125,1,,Surface,1,,Image 1,51,
Intensity Median,139.062,139.062,139.062,0.000,139.062,139.062,139.062,139.062,1,,Surface,1,,Image 1,52,
Intensity Median,140.062,140.062,140.062,0.000,140.062,140.062,140.062,140.062,1,,Surface,1,,Image 1,53,
Intensity Median,138.062,138.062,138.062,0.000,138.062,138.062,138.062,138.062,1,,Surface,1,,Image 1,54,
Intensity Median,138.062,138.062,138.062,0.000,138.062,138.062,138.062,138.062,1,,Surface,1,,Image 1,55,
Intensity Median,135.062,135.062,135.062,0.000,135.062,135.062,135.062,135.062,1,,Surface,1,,Image 1,56,
Intensity Median,136.062,136.062,136.062,0.000,136.062,136.062,136.062,136.062,1,,Surface,1,,Image 1,57,
Intensity Min,88.000,88.000,88.000,0.000,88.000,88.000,88.000,88.000,1,,Surface,1,,Image 1,29,
Intensity Min,82.000,82.000,82.000,0.000,82.000,82.000,82.000,82.000,1,,Surface,1,,Image 1,30,
Intensity Min,84.000,84.000,84.000,0.000,84.000,84.000,84.000,84.000,1,,Surface,1,,Image 1,31,
Intensity Min,86.000,86.000,86.000,0.000,86.000,86.000,86.000,86.000,1,,Surface,1,,Image 1,32,
Intensity Min,85.000,85.000,85.000,0.000,85.000,85.000,85.000,85.000,1,,Surface,1,,Image 1,33,
Intensity Min,88.000,88.000,88.000,0.000,88.000,88.000,88.000,88.000,1,,Surface,1,,Image 1,34,
Intensity Min,77.000,77.000,77.000,0.000,77.000,77.000,77.000,77.000,1,,Surface,1,,Image 1,35,
Intensity Min,52.000,52.000,52.000,0.000,52.000,52.000,52.000,52.000,1,,Surface,1,,Image 1,36,
Intensity Min,60.000,60.000,60.000,0.000,60.000,60.000,60.000,60.000,1,,Surface,1,,Image 1,37,
Intensity Min,28.000,28.000,28.000,0.000,28.000,28.000,28.000,28.000,1,,Surface,1,,Image 1,38,
Intensity Min,22.000,22.000,22.000,0.000,22.000,22.000,22.000,22.000,1,,Surface,1,,Image 1,39,
Intensity Min,25.000,25.000,25.000,0.000,25.000,25.000,25.000,25.000,1,,Surface,1,,Image 1,40,
Intensity Min,48.000,48.000,48.000,0.000,48.000,48.000,48.000,48.000,1,,Surface,1,,Image 1,41,
Intensity Min,52.000,52.000,52.000,0.000,52.000,52.000,52.000,52.000,1,,Surface,1,,Image 1,42,
Intensity Min,66.000,66.000,66.000,0.000,66.000,66.000,66.000,66.000,1,,Surface,1,,Image 1,43,
Intensity Min,54.000,54.000,54.000,0.000,54.000,54.000,54.000,54.000,1,,Surface,1,,Image 1,44,
Intensity Min,57.000,57.000,57.000,0.000,57.000,57.000,57.000,57.000,1,,Surface,1,,Image 1,45,
Intensity Min,65.000,65.000,65.000,0.000,65.000,65.000,65.000,65.000,1,,Surface,1,,Image 1,46,
Intensity Min,59.000,59.000,59.000,0.000,59.000,59.000,59.000,59.000,1,,Surface,1,,Image 1,47,
Intensity Min,53.000,53.000,53.000,0.000,53.000,53.000,53.000,53.000,1,,Surface,1,,Image 1,48,
Intensity Min,73.000,73.000,73.000,0.000,73.000,73.000,73.000,73.000,1,,Surface,1,,Image 1,49,
Intensity Min,86.000,86.000,86.000,0.000,86.000,86.000,86.000,86.000,1,,Surface,1,,Image 1,50,
Intensity Min,87.000,87.000,87.000,0.000,87.000,87.000,87.000,87.000,1,,Surface,1,,Image 1,51,
Intensity Min,90.000,90.000,90.000,0.000,90.000,90.000,90.000,90.000,1,,Surface,1,,Image 1,52,
Intensity Min,72.000,72.000,72.000,0.000,72.000,72.000,72.000,72.000,1,,Surface,1,,Image 1,53,
Intensity Min,63.000,63.000,63.000,0.000,63.000,63.000,63.000,63.000,1,,Surface,1,,Image 1,54,
Intensity Min,78.000,78.000,78.000,0.000,78.000,78.000,78.000,78.000,1,,Surface,1,,Image 1,55,
Intensity Min,78.000,78.000,78.000,0.000,78.000,78.000,78.000,78.000,1,,Surface,1,,Image 1,56,
Intensity Min,87.000,87.000,87.000,0.000,87.000,87.000,87.000,87.000,1,,Surface,1,,Image 1,57,
Intensity StdDev,27.437,27.437,27.437,0.000,27.437,27.437,27.437,27.437,1,,Surface,1,,Image 1,29,
Intensity StdDev,42.306,42.306,42.306,0.000,42.306,42.306,42.306,42.306,1,,Surface,1,,Image 1,30,
Intensity StdDev,35.202,35.202,35.202,0.000,35.202,35.202,35.202,35.202,1,,Surface,1,,Image 1,31,
Intensity StdDev,39.338,39.338,39.338,0.000,39.338,39.338,39.338,39.338,1,,Surface,1,,Image 1,32,
Intensity StdDev,35.409,35.409,35.409,0.000,35.409,35.409,35.409,35.409,1,,Surface,1,,Image 1,33,
Intensity StdDev,40.096,40.096,40.096,0.000,40.096,40.096,40.096,40.096,1,,Surface,1,,Image 1,34,
Intensity StdDev,37.946,37.946,37.946,0.000,37.946,37.946,37.946,37.946,1,,Surface,1,,Image 1,35,
Intensity StdDev,96.585,96.585,96.585,0.000,96.585,96.585,96.585,96.585,1,,Surface,1,,Image 1,36,
Intensity StdDev,145.799,145.799,145.799,0.000,145.799,145.799,145.799,145.799,1,,Surface,1,,Image 1,37,
Intensity StdDev,241.532,241.532,241.532,0.000,241.532,241.532,241.532,241.532,1,,Surface,1,,Image 1,38,
Intensity StdDev,350.980,350.980,350.980,0.000,350.980,350.980,350.980,350.980,1,,Surface,1,,Image 1,39,
Intensity StdDev,291.491,291.491,291.491,0.000,291.491,291.491,291.491,291.491,1,,Surface,1,,Image 1,40,
Intensity StdDev,255.592,255.592,255.592,0.000,255.592,255.592,255.592,255.592,1,,Surface,1,,Image 1,41,
Intensity StdDev,231.431,231.431,231.431,0.000,231.431,231.431,231.431,231.431,1,,Surface,1,,Image 1,42,
Intensity StdDev,167.231,167.231,167.231,0.000,167.231,167.231,167.231,167.231,1,,Surface,1,,Image 1,43,
Intensity StdDev,164.616,164.616,164.616,0.000,164.616,164.616,164.616,164.616,1,,Surface,1,,Image 1,44,
Intensity StdDev,115.727,115.727,115.727,0.000,115.727,115.727,115.727,115.727,1,,Surface,1,,Image 1,45,
Intensity StdDev,50.135,50.135,50.135,0.000,50.135,50.135,50.135,50.135,1,,Surface,1,,Image 1,46,
Intensity StdDev,32.903,32.903,32.903,0.000,32.903,32.903,32.903,32.903,1,,Surface,1,,Image 1,47,
Intensity StdDev,27.123,27.123,27.123,0.000,27.123,27.123,27.123,27.123,1,,Surface,1,,Image 1,48,
Intensity StdDev,26.694,26.694,26.694,0.000,26.694,26.694,26.694,26.694,1,,Surface,1,,Image 1,49,
Intensity StdDev,24.838,24.838,24.838,0.000,24.838,24.838,24.838,24.838,1,,Surface,1,,Image 1,50,
Intensity StdDev,24.678,24.678,24.678,0.000,24.678,24.678,24.678,24.678,1,,Surface,1,,Image 1,51,
Intensity StdDev,24.874,24.874,24.874,0.000,24.874,24.874,24.874,24.874,1,,Surface,1,,Image 1,52,
Intensity StdDev,23.607,23.607,23.607,0.000,23.607,23.607,23.607,23.607,1,,Surface,1,,Image 1,53,
Intensity StdDev,23.399,23.399,23.399,0.000,23.399,23.399,23.399,23.399,1,,Surface,1,,Image 1,54,
Intensity StdDev,23.718,23.718,23.718,0.000,23.718,23.718,23.718,23.718,1,,Surface,1,,Image 1,55,
Intensity StdDev,23.042,23.042,23.042,0.000,23.042,23.042,23.042,23.042,1,,Surface,1,,Image 1,56,
Intensity StdDev,22.458,22.458,22.458,0.000,22.458,22.458,22.458,22.458,1,,Surface,1,,Image 1,57,
Intensity Sum,200618.000,200618.000,200618.000,0.000,200618.000,200618.000,200618.000,200618.000,1,,Surface,1,,Image 1,29,
Intensity Sum,577719.000,577719.000,577719.000,0.000,577719.000,577719.000,577719.000,577719.000,1,,Surface,1,,Image 1,30,
Intensity Sum,760693.000,760693.000,760693.000,0.000,760693.000,760693.000,760693.000,760693.000,1,,Surface,1,,Image 1,31,
