
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,290.401,290.401,290.401,0.000,290.401,290.401,290.401,290.401,1,µm^2,Surface,,,,,1,
Area,299.610,299.610,299.610,0.000,299.610,299.610,299.610,299.610,1,µm^2,Surface,,,,,2,
Area,284.730,284.730,284.730,0.000,284.730,284.730,284.730,284.730,1,µm^2,Surface,,,,,3,
Area,265.561,265.561,265.561,0.000,265.561,265.561,265.561,265.561,1,µm^2,Surface,,,,,4,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,2,
Displacement Delta Length,2.908,2.908,2.908,0.000,2.908,2.908,2.908,2.908,1,µm,Surface,,,,,3,
Displacement Delta Length,0.994,0.994,0.994,0.000,0.994,0.994,0.994,0.994,1,µm,Surface,,,,,4,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,2,
Displacement Delta X,1.162,1.162,1.162,0.000,1.162,1.162,1.162,1.162,1,µm,Surface,,Displacement Delta,,,3,
Displacement Delta X,-0.572,-0.572,-0.572,0.000,-0.572,-0.572,-0.572,-0.572,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,2,
Displacement Delta Y,1.012,1.012,1.012,0.000,1.012,1.012,1.012,1.012,1,µm,Surface,,Displacement Delta,,,3,
Displacement Delta Y,-0.136,-0.136,-0.136,0.000,-0.136,-0.136,-0.136,-0.136,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta Z,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,2,
Displacement Delta Z,2.466,2.466,2.466,0.000,2.466,2.466,2.466,2.466,1,µm,Surface,,Displacement Delta,,,3,
Displacement Delta Z,-0.802,-0.802,-0.802,0.000,-0.802,-0.802,-0.802,-0.802,1,µm,Surface,,Displacement Delta,,,4,
Displacement Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,2,
Displacement Length,2.908,2.908,2.908,0.000,2.908,2.908,2.908,2.908,1,µm,Surface,,,,,3,
Displacement Length,1.971,1.971,1.971,0.000,1.971,1.971,1.971,1.971,1,µm,Surface,,,,,4,
Distance from Origin,15658.158,15658.158,15658.158,0.000,15658.158,15658.158,15658.158,15658.158,1,µm,Surface,,Distance from Origin,,,1,
Distance from Origin,15659.539,15659.539,15659.539,0.000,15659.539,15659.539,15659.539,15659.539,1,µm,Surface,,Distance from Origin,,,2,
Distance from Origin,15659.894,15659.894,15659.894,0.000,15659.894,15659.894,15659.894,15659.894,1,µm,Surface,,Distance from Origin,,,3,
Distance from Origin,15659.924,15659.924,15659.924,0.000,15659.924,15659.924,15659.924,15659.924,1,µm,Surface,,Distance from Origin,,,4,
Distance to Image Border XY,15.296,15.296,15.296,0.000,15.296,15.296,15.296,15.296,1,µm,Surface,,,Image 1,,1,
Distance to Image Border XY,13.990,13.990,13.990,0.000,13.990,13.990,13.990,13.990,1,µm,Surface,,,Image 1,,2,
Distance to Image Border XY,15.107,15.107,15.107,0.000,15.107,15.107,15.107,15.107,1,µm,Surface,,,Image 1,,3,
Distance to Image Border XY,14.866,14.866,14.866,0.000,14.866,14.866,14.866,14.866,1,µm,Surface,,,Image 1,,4,
Ellipticity (oblate),0.119,0.119,0.119,0.000,0.119,0.119,0.119,0.119,1,,Surface,,,,,1,
Ellipticity (oblate),0.123,0.123,0.123,0.000,0.123,0.123,0.123,0.123,1,,Surface,,,,,2,
Ellipticity (oblate),0.157,0.157,0.157,0.000,0.157,0.157,0.157,0.157,1,,Surface,,,,,3,
Ellipticity (oblate),0.231,0.231,0.231,0.000,0.231,0.231,0.231,0.231,1,,Surface,,,,,4,
Ellipticity (prolate),0.119,0.119,0.119,0.000,0.119,0.119,0.119,0.119,1,,Surface,,,,,1,
Ellipticity (prolate),0.157,0.157,0.157,0.000,0.157,0.157,0.157,0.157,1,,Surface,,,,,2,
Ellipticity (prolate),0.165,0.165,0.165,0.000,0.165,0.165,0.165,0.165,1,,Surface,,,,,3,
Ellipticity (prolate),0.221,0.221,0.221,0.000,0.221,0.221,0.221,0.221,1,,Surface,,,,,4,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,,Surface,,,,,1,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,2,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,3,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,4,
Intensity Max,472.000,472.000,472.000,0.000,472.000,472.000,472.000,472.000,1,,Surface,1,,Image 1,,1,
Intensity Max,413.000,413.000,413.000,0.000,413.000,413.000,413.000,413.000,1,,Surface,1,,Image 1,,2,
Intensity Max,443.000,443.000,443.000,0.000,443.000,443.000,443.000,443.000,1,,Surface,1,,Image 1,,3,
Intensity Max,281.000,281.000,281.000,0.000,281.000,281.000,281.000,281.000,1,,Surface,1,,Image 1,,4,
Intensity Mean,170.897,170.897,170.897,0.000,170.897,170.897,170.897,170.897,1,,Surface,1,,Image 1,,1,
Intensity Mean,149.969,149.969,149.969,0.000,149.969,149.969,149.969,149.969,1,,Surface,1,,Image 1,,2,
Intensity Mean,136.946,136.946,136.946,0.000,136.946,136.946,136.946,136.946,1,,Surface,1,,Image 1,,3,
Intensity Mean,132.723,132.723,132.723,0.000,132.723,132.723,132.723,132.723,1,,Surface,1,,Image 1,,4,
Intensity Median,168.125,168.125,168.125,0.000,168.125,168.125,168.125,168.125,1,,Surface,1,,Image 1,,1,
Intensity Median,145.125,145.125,145.125,0.000,145.125,145.125,145.125,145.125,1,,Surface,1,,Image 1,,2,
Intensity Median,133.125,133.125,133.125,0.000,133.125,133.125,133.125,133.125,1,,Surface,1,,Image 1,,3,
Intensity Median,129.062,129.062,129.062,0.000,129.062,129.062,129.062,129.062,1,,Surface,1,,Image 1,,4,
Intensity Min,59.000,59.000,59.000,0.000,59.000,59.000,59.000,59.000,1,,Surface,1,,Image 1,,1,
Intensity Min,66.000,66.000,66.000,0.000,66.000,66.000,66.000,66.000,1,,Surface,1,,Image 1,,2,
Intensity Min,63.000,63.000,63.000,0.000,63.000,63.000,63.000,63.000,1,,Surface,1,,Image 1,,3,
Intensity Min,72.000,72.000,72.000,0.000,72.000,72.000,72.000,72.000,1,,Surface,1,,Image 1,,4,
Intensity StdDev,48.583,48.583,48.583,0.000,48.583,48.583,48.583,48.583,1,,Surface,1,,Image 1,,1,
Intensity StdDev,32.023,32.023,32.023,0.000,32.023,32.023,32.023,32.023,1,,Surface,1,,Image 1,,2,
Intensity StdDev,24.462,24.462,24.462,0.000,24.462,24.462,24.462,24.462,1,,Surface,1,,Image 1,,3,
Intensity StdDev,22.894,22.894,22.894,0.000,22.894,22.894,22.894,22.894,1,,Surface,1,,Image 1,,4,
Intensity Sum,6226133.000,6226133.000,6226133.000,0.000,6226133.000,6226133.000,6226133.000,6226133.000,1,,Surface,1,,Image 1,,1,
Intensity Sum,5748597.000,5748597.000,5748597.000,0.000,5748597.000,5748597.000,5748597.000,5748597.000,1,,Surface,1,,Image 1,,2,
Intensity Sum,5013333.000,5013333.000,5013333.000,0.000,5013333.000,5013333.000,5013333.000,5013333.000,1,,Surface,1,,Image 1,,3,
Intensity Sum,3872329.000,3872329.000,3872329.000,0.000,3872329.000,3872329.000,3872329.000,3872329.000,1,,Surface,1,,Image 1,,4,
Intensity Sum of Square,1150019712.000,1150019712.000,1150019712.000,0.000,1150019712.000,1150019712.000,1150019712.000,1150019712.000,1,,Surface,1,,Image 1,,1,
Intensity Sum of Square,901417344.000,901417344.000,901417344.000,0.000,901417344.000,901417344.000,901417344.000,901417344.000,1,,Surface,1,,Image 1,,2,
Intensity Sum of Square,708462784.000,708462784.000,708462784.000,0.000,708462784.000,708462784.000,708462784.000,708462784.000,1,,Surface,1,,Image 1,,3,
