
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Time,
Displacement Length,1.254,1.254,1.254,0.000,1.254,1.254,1.254,1.254,1,µm,Surface,,,,,18,
Displacement Length,1.786,1.786,1.786,0.000,1.786,1.786,1.786,1.786,1,µm,Surface,,,,,19,
Displacement Length,2.545,2.545,2.545,0.000,2.545,2.545,2.545,2.545,1,µm,Surface,,,,,20,
Displacement Length,3.425,3.425,3.425,0.000,3.425,3.425,3.425,3.425,1,µm,Surface,,,,,21,
Displacement Length,3.617,3.617,3.617,0.000,3.617,3.617,3.617,3.617,1,µm,Surface,,,,,22,
Displacement Length,4.991,4.991,4.991,0.000,4.991,4.991,4.991,4.991,1,µm,Surface,,,,,23,
Displacement Length,5.135,5.135,5.135,0.000,5.135,5.135,5.135,5.135,1,µm,Surface,,,,,24,
Distance from Origin,11284.308,11284.308,11284.308,0.000,11284.308,11284.308,11284.308,11284.308,1,µm,Surface,,,Distance from Origin,,17,
Distance from Origin,11285.063,11285.063,11285.063,0.000,11285.063,11285.063,11285.063,11285.063,1,µm,Surface,,,Distance from Origin,,18,
Distance from Origin,11285.342,11285.342,11285.342,0.000,11285.342,11285.342,11285.342,11285.342,1,µm,Surface,,,Distance from Origin,,19,
Distance from Origin,11283.748,11283.748,11283.748,0.000,11283.748,11283.748,11283.748,11283.748,1,µm,Surface,,,Distance from Origin,,20,
Distance from Origin,11283.310,11283.310,11283.310,0.000,11283.310,11283.310,11283.310,11283.310,1,µm,Surface,,,Distance from Origin,,21,
Distance from Origin,11283.893,11283.893,11283.893,0.000,11283.893,11283.893,11283.893,11283.893,1,µm,Surface,,,Distance from Origin,,22,
Distance from Origin,11285.058,11285.058,11285.058,0.000,11285.058,11285.058,11285.058,11285.058,1,µm,Surface,,,Distance from Origin,,23,
Distance from Origin,11285.527,11285.527,11285.527,0.000,11285.527,11285.527,11285.527,11285.527,1,µm,Surface,,,Distance from Origin,,24,
Distance to Image Border XY,15.530,15.530,15.530,0.000,15.530,15.530,15.530,15.530,1,µm,Surface,,,,Image 1,17,
Distance to Image Border XY,13.662,13.662,13.662,0.000,13.662,13.662,13.662,13.662,1,µm,Surface,,,,Image 1,18,
Distance to Image Border XY,12.832,12.832,12.832,0.000,12.832,12.832,12.832,12.832,1,µm,Surface,,,,Image 1,19,
Distance to Image Border XY,12.309,12.309,12.309,0.000,12.309,12.309,12.309,12.309,1,µm,Surface,,,,Image 1,20,
Distance to Image Border XY,11.862,11.862,11.862,0.000,11.862,11.862,11.862,11.862,1,µm,Surface,,,,Image 1,21,
Distance to Image Border XY,11.367,11.367,11.367,0.000,11.367,11.367,11.367,11.367,1,µm,Surface,,,,Image 1,22,
Distance to Image Border XY,8.781,8.781,8.781,0.000,8.781,8.781,8.781,8.781,1,µm,Surface,,,,Image 1,23,
Distance to Image Border XY,9.405,9.405,9.405,0.000,9.405,9.405,9.405,9.405,1,µm,Surface,,,,Image 1,24,
Ellipticity (oblate),0.652,0.652,0.652,0.000,0.652,0.652,0.652,0.652,1,,Surface,,,,,17,
Ellipticity (oblate),0.327,0.327,0.327,0.000,0.327,0.327,0.327,0.327,1,,Surface,,,,,18,
Ellipticity (oblate),0.200,0.200,0.200,0.000,0.200,0.200,0.200,0.200,1,,Surface,,,,,19,
Ellipticity (oblate),0.314,0.314,0.314,0.000,0.314,0.314,0.314,0.314,1,,Surface,,,,,20,
Ellipticity (oblate),0.257,0.257,0.257,0.000,0.257,0.257,0.257,0.257,1,,Surface,,,,,21,
Ellipticity (oblate),0.285,0.285,0.285,0.000,0.285,0.285,0.285,0.285,1,,Surface,,,,,22,
Ellipticity (oblate),0.213,0.213,0.213,0.000,0.213,0.213,0.213,0.213,1,,Surface,,,,,23,
Ellipticity (oblate),0.340,0.340,0.340,0.000,0.340,0.340,0.340,0.340,1,,Surface,,,,,24,
Ellipticity (prolate),0.199,0.199,0.199,0.000,0.199,0.199,0.199,0.199,1,,Surface,,,,,17,
Ellipticity (prolate),0.278,0.278,0.278,0.000,0.278,0.278,0.278,0.278,1,,Surface,,,,,18,
Ellipticity (prolate),0.230,0.230,0.230,0.000,0.230,0.230,0.230,0.230,1,,Surface,,,,,19,
Ellipticity (prolate),0.393,0.393,0.393,0.000,0.393,0.393,0.393,0.393,1,,Surface,,,,,20,
Ellipticity (prolate),0.282,0.282,0.282,0.000,0.282,0.282,0.282,0.282,1,,Surface,,,,,21,
Ellipticity (prolate),0.183,0.183,0.183,0.000,0.183,0.183,0.183,0.183,1,,Surface,,,,,22,
Ellipticity (prolate),0.234,0.234,0.234,0.000,0.234,0.234,0.234,0.234,1,,Surface,,,,,23,
Ellipticity (prolate),0.199,0.199,0.199,0.000,0.199,0.199,0.199,0.199,1,,Surface,,,,,24,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,17,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,18,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,19,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,20,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,21,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,22,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,23,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,24,
Intensity Max,261.000,261.000,261.000,0.000,261.000,261.000,261.000,261.000,1,,Surface,1,,,Image 1,17,
Intensity Max,298.000,298.000,298.000,0.000,298.000,298.000,298.000,298.000,1,,Surface,1,,,Image 1,18,
Intensity Max,262.000,262.000,262.000,0.000,262.000,262.000,262.000,262.000,1,,Surface,1,,,Image 1,19,
Intensity Max,340.000,340.000,340.000,0.000,340.000,340.000,340.000,340.000,1,,Surface,1,,,Image 1,20,
Intensity Max,1166.000,1166.000,1166.000,0.000,1166.000,1166.000,1166.000,1166.000,1,,Surface,1,,,Image 1,21,
Intensity Max,738.000,738.000,738.000,0.000,738.000,738.000,738.000,738.000,1,,Surface,1,,,Image 1,22,
Intensity Max,1121.000,1121.000,1121.000,0.000,1121.000,1121.000,1121.000,1121.000,1,,Surface,1,,,Image 1,23,
Intensity Max,973.000,973.000,973.000,0.000,973.000,973.000,973.000,973.000,1,,Surface,1,,,Image 1,24,
Intensity Mean,131.209,131.209,131.209,0.000,131.209,131.209,131.209,131.209,1,,Surface,1,,,Image 1,17,
Intensity Mean,135.080,135.080,135.080,0.000,135.080,135.080,135.080,135.080,1,,Surface,1,,,Image 1,18,
Intensity Mean,135.934,135.934,135.934,0.000,135.934,135.934,135.934,135.934,1,,Surface,1,,,Image 1,19,
Intensity Mean,136.651,136.651,136.651,0.000,136.651,136.651,136.651,136.651,1,,Surface,1,,,Image 1,20,
Intensity Mean,140.280,140.280,140.280,0.000,140.280,140.280,140.280,140.280,1,,Surface,1,,,Image 1,21,
Intensity Mean,137.661,137.661,137.661,0.000,137.661,137.661,137.661,137.661,1,,Surface,1,,,Image 1,22,
Intensity Mean,138.214,138.214,138.214,0.000,138.214,138.214,138.214,138.214,1,,Surface,1,,,Image 1,23,
Intensity Mean,132.352,132.352,132.352,0.000,132.352,132.352,132.352,132.352,1,,Surface,1,,,Image 1,24,
Intensity Median,127.062,127.062,127.062,0.000,127.062,127.062,127.062,127.062,1,,Surface,1,,,Image 1,17,
Intensity Median,132.062,132.062,132.062,0.000,132.062,132.062,132.062,132.062,1,,Surface,1,,,Image 1,18,
Intensity Median,133.062,133.062,133.062,0.000,133.062,133.062,133.062,133.062,1,,Surface,1,,,Image 1,19,
Intensity Median,134.125,134.125,134.125,0.000,134.125,134.125,134.125,134.125,1,,Surface,1,,,Image 1,20,
Intensity Median,137.500,137.500,137.500,0.000,137.500,137.500,137.500,137.500,1,,Surface,1,,,Image 1,21,
Intensity Median,133.250,133.250,133.250,0.000,133.250,133.250,133.250,133.250,1,,Surface,1,,,Image 1,22,
Intensity Median,133.500,133.500,133.500,0.000,133.500,133.500,133.500,133.500,1,,Surface,1,,,Image 1,23,
Intensity Median,128.250,128.250,128.250,0.000,128.250,128.250,128.250,128.250,1,,Surface,1,,,Image 1,24,
Intensity Min,76.000,76.000,76.000,0.000,76.000,76.000,76.000,76.000,1,,Surface,1,,,Image 1,17,
Intensity Min,75.000,75.000,75.000,0.000,75.000,75.000,75.000,75.000,1,,Surface,1,,,Image 1,18,
Intensity Min,81.000,81.000,81.000,0.000,81.000,81.000,81.000,81.000,1,,Surface,1,,,Image 1,19,
Intensity Min,75.000,75.000,75.000,0.000,75.000,75.000,75.000,75.000,1,,Surface,1,,,Image 1,20,
Intensity Min,68.000,68.000,68.000,0.000,68.000,68.000,68.000,68.000,1,,Surface,1,,,Image 1,21,
Intensity Min,76.000,76.000,76.000,0.000,76.000,76.000,76.000,76.000,1,,Surface,1,,,Image 1,22,
Intensity Min,67.000,67.000,67.000,0.000,67.000,67.000,67.000,67.000,1,,Surface,1,,,Image 1,23,
Intensity Min,68.000,68.000,68.000,0.000,68.000,68.000,68.000,68.000,1,,Surface,1,,,Image 1,24,
Intensity StdDev,23.634,23.634,23.634,0.000,23.634,23.634,23.634,23.634,1,,Surface,1,,,Image 1,17,
Intensity StdDev,26.990,26.990,26.990,0.000,26.990,26.990,26.990,26.990,1,,Surface,1,,,Image 1,18,
Intensity StdDev,24.470,24.470,24.470,0.000,24.470,24.470,24.470,24.470,1,,Surface,1,,,Image 1,19,
Intensity StdDev,26.105,26.105,26.105,0.000,26.105,26.105,26.105,26.105,1,,Surface,1,,,Image 1,20,
Intensity StdDev,32.658,32.658,32.658,0.000,32.658,32.658,32.658,32.658,1,,Surface,1,,,Image 1,21,
Intensity StdDev,30.577,30.577,30.577,0.000,30.577,30.577,30.577,30.577,1,,Surface,1,,,Image 1,22,
Intensity StdDev,36.939,36.939,36.939,0.000,36.939,36.939,36.939,36.939,1,,Surface,1,,,Image 1,23,
Intensity StdDev,29.685,29.685,29.685,0.000,29.685,29.685,29.685,29.685,1,,Surface,1,,,Image 1,24,
Intensity Sum,413047.000,413047.000,413047.000,0.000,413047.000,413047.000,413047.000,413047.000,1,,Surface,1,,,Image 1,17,
Intensity Sum,1150339.000,1150339.000,1150339.000,0.000,1150339.000,1150339.000,1150339.000,1150339.000,1,,Surface,1,,,Image 1,18,
Intensity Sum,1394135.000,1394135.000,1394135.000,0.000,1394135.000,1394135.000,1394135.000,1394135.000,1,,Surface,1,,,Image 1,19,
Intensity Sum,1736564.000,1736564.000,1736564.000,0.000,1736564.000,1736564.000,1736564.000,1736564.000,1,,Surface,1,,,Image 1,20,
Intensity Sum,2318551.000,2318551.000,2318551.000,0.000,2318551.000,2318551.000,2318551.000,2318551.000,1,,Surface,1,,,Image 1,21,
Intensity Sum,2335829.000,2335829.000,2335829.000,0.000,2335829.000,2335829.000,2335829.000,2335829.000,1,,Surface,1,,,Image 1,22,
Intensity Sum,2497259.000,2497259.000,2497259.000,0.000,2497259.000,2497259.000,2497259.000,2497259.000,1,,Surface,1,,,Image 1,23,
Intensity Sum,1932333.000,1932333.000,1932333.000,0.000,1932333.000,1932333.000,1932333.000,1932333.000,1,,Surface,1,,,Image 1,24,
Intensity Sum of Square,55954028.000,55954028.000,55954028.000,0.000,55954028.000,55954028.000,55954028.000,55954028.000,1,,Surface,1,,,Image 1,17,
Intensity Sum of Square,161591088.000,161591088.000,161591088.000,0.000,161591088.000,161591088.000,161591088.000,161591088.000,1,,Surface,1,,,Image 1,18,
Intensity Sum of Square,195650768.000,195650768.000,195650768.000,0.000,195650768.000,195650768.000,195650768.000,195650768.000,1,,Surface,1,,,Image 1,19,
Intensity Sum of Square,245963840.000,245963840.000,245963840.000,0.000,245963840.000,245963840.000,245963840.000,245963840.000,1,,Surface,1,,,Image 1,20,
Intensity Sum of Square,342874688.000,342874688.000,342874688.000,0.000,342874688.000,342874688.000,342874688.000,342874688.000,1,,Surface,1,,,Image 1,21,
Intensity Sum of Square,337416288.000,337416288.000,337416288.000,0.000,337416288.000,337416288.000,337416288.000,337416288.000,1,,Surface,1,,,Image 1,22,
Intensity Sum of Square,369810944.000,369810944.000,369810944.000,0.000,369810944.000,369810944.000,369810944.000,369810944.000,1,,Surface,1,,,Image 1,23,
Intensity Sum of Square,268612960.000,268612960.000,268612960.000,0.000,268612960.000,268612960.000,268612960.000,268612960.000,1,,Surface,1,,,Image 1,24,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,17,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,18,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,19,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,20,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,21,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,22,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,23,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,,24,
Position X,-6599.005,-6599.005,-6599.005,0.000,-6599.005,-6599.005,-6599.005,-6599.005,1,µm,Surface,,,Position,,17,
Position X,-6599.726,-6599.726,-6599.726,0.000,-6599.726,-6599.726,-6599.726,-6599.726,1,µm,Surface,,,Position,,18,
Position X,-6600.243,-6600.243,-6600.243,0.000,-6600.243,-6600.243,-6600.243,-6600.243,1,µm,Surface,,,Position,,19,
Position X,-6600.244,-6600.244,-6600.244,0.000,-6600.244,-6600.244,-6600.244,-6600.244,1,µm,Surface,,,Position,,20,
Position X,-6600.482,-6600.482,-6600.482,0.000,-6600.482,-6600.482,-6600.482,-6600.482,1,µm,Surface,,,Position,,21,
Position X,-6601.082,-6601.082,-6601.082,0.000,-6601.082,-6601.082,-6601.082,-6601.082,1,µm,Surface,,,Position,,22,
Position X,-6603.354,-6603.354,-6603.354,0.000,-6603.354,-6603.354,-6603.354,-6603.354,1,µm,Surface,,,Position,,23,
Position X,-6603.669,-6603.669,-6603.669,0.000,-6603.669,-6603.669,-6603.669,-6603.669,1,µm,Surface,,,Position,,24,
Position Y,2453.774,2453.774,2453.774,0.000,2453.774,2453.774,2453.774,2453.774,1,µm,Surface,,,Position,,17,
Position Y,2454.790,2454.790,2454.790,0.000,2454.790,2454.790,2454.790,2454.790,1,µm,Surface,,,Position,,18,
Position Y,2455.062,2455.062,2455.062,0.000,2455.062,2455.062,2455.062,2455.062,1,µm,Surface,,,Position,,19,
Position Y,2454.851,2454.851,2454.851,0.000,2454.851,2454.851,2454.851,2454.851,1,µm,Surface,,,Position,,20,
Position Y,2455.151,2455.151,2455.151,0.000,2455.151,2455.151,2455.151,2455.151,1,µm,Surface,,,Position,,21,
Position Y,2455.331,2455.331,2455.331,0.000,2455.331,2455.331,2455.331,2455.331,1,µm,Surface,,,Position,,22,
Position Y,2454.188,2454.188,2454.188,0.000,2454.188,2454.188,2454.188,2454.188,1,µm,Surface,,,Position,,23,
Position Y,2452.240,2452.240,2452.240,0.000,2452.240,2452.240,2452.240,2452.240,1,µm,Surface,,,Position,,24,
Position Z,8818.602,8818.602,8818.602,0.000,8818.602,8818.602,8818.602,8818.602,1,µm,Surface,,,Position,,17,
Position Z,8818.746,8818.746,8818.746,0.000,8818.746,8818.746,8818.746,8818.746,1,µm,Surface,,,Position,,18,
Position Z,8818.640,8818.640,8818.640,0.000,8818.640,8818.640,8818.640,8818.640,1,µm,Surface,,,Position,,19,
Position Z,8816.657,8816.657,8816.657,0.000,8816.657,8816.657,8816.657,8816.657,1,µm,Surface,,,Position,,20,
Position Z,8815.835,8815.835,8815.835,0.000,8815.835,8815.835,8815.835,8815.835,1,µm,Surface,,,Position,,21,
Position Z,8816.082,8816.082,8816.082,0.000,8816.082,8816.082,8816.082,8816.082,1,µm,Surface,,,Position,,22,
Position Z,8816.189,8816.189,8816.189,0.000,8816.189,8816.189,8816.189,8816.189,1,µm,Surface,,,Position,,23,
Position Z,8817.098,8817.098,8817.098,0.000,8817.098,8817.098,8817.098,8817.098,1,µm,Surface,,,Position,,24,
Speed,0.021,0.021,0.021,0.000,0.021,0.021,0.021,0.021,1,µm/s,Surface,,,,,17,
Speed,0.015,0.015,0.015,0.000,0.015,0.015,0.015,0.015,1,µm/s,Surface,,,,,18,
Speed,0.018,0.018,0.018,0.000,0.018,0.018,0.018,0.018,1,µm/s,Surface,,,,,19,
Speed,0.023,0.023,0.023,0.000,0.023,0.023,0.023,0.023,1,µm/s,Surface,,,,,20,
Speed,0.009,0.009,0.009,0.000,0.009,0.009,0.009,0.009,1,µm/s,Surface,,,,,21,
Speed,0.025,0.025,0.025,0.000,0.025,0.025,0.025,0.025,1,µm/s,Surface,,,,,22,
Speed,0.035,0.035,0.035,0.000,0.035,0.035,0.035,0.035,1,µm/s,Surface,,,,,23,
Speed,0.036,0.036,0.036,0.000,0.036,0.036,0.036,0.036,1,µm/s,Surface,,,,,24,
Sphericity,0.857,0.857,0.857,0.000,0.857,0.857,0.857,0.857,1,,Surface,,,,,17,
Sphericity,0.972,0.972,0.972,0.000,0.972,0.972,0.972,0.972,1,,Surface,,,,,18,
Sphericity,0.980,0.980,0.980,0.000,0.980,0.980,0.980,0.980,1,,Surface,,,,,19,
Sphericity,0.966,0.966,0.966,0.000,0.966,0.966,0.966,0.966,1,,Surface,,,,,20,
Sphericity,0.977,0.977,0.977,0.000,0.977,0.977,0.977,0.977,1,,Surface,,,,,21,
Sphericity,0.974,0.974,0.974,0.000,0.974,0.974,0.974,0.974,1,,Surface,,,,,22,
Sphericity,0.967,0.967,0.967,0.000,0.967,0.967,0.967,0.967,1,,Surface,,,,,23,
Sphericity,0.944,0.944,0.944,0.000,0.944,0.944,0.944,0.944,1,,Surface,,,,,24,
Time,957.422,957.422,957.422,0.000,957.422,957.422,957.422,957.422,1,s,Surface,,,,,17,
Time,1017.471,1017.471,1017.471,0.000,1017.471,1017.471,1017.471,1017.471,1,s,Surface,,,,,18,
Time,1077.408,1077.408,1077.408,0.000,1077.408,1077.408,1077.408,1077.408,1,s,Surface,,,,,19,
Time,1137.427,1137.427,1137.427,0.000,1137.427,1137.427,1137.427,1137.427,1,s,Surface,,,,,20,
Time,1197.426,1197.426,1197.426,0.000,1197.426,1197.426,1197.426,1197.426,1,s,Surface,,,,,21,
Time,1257.389,1257.389,1257.389,0.000,1257.389,1257.389,1257.389,1257.389,1,s,Surface,,,,,22,
Time,1317.471,1317.471,1317.471,0.000,1317.471,1317.471,1317.471,1317.471,1,s,Surface,,,,,23,
Time,1377.429,1377.429,1377.429,0.000,1377.429,1377.429,1377.429,1377.429,1,s,Surface,,,,,24,
Time Index,17.000,17.000,17.000,0.000,17.000,17.000,17.000,17.000,1,,Surface,,,,,17,
Time Index,18.000,18.000,18.000,0.000,18.000,18.000,18.000,18.000,1,,Surface,,,,,18,
Time Index,19.000,19.000,19.000,0.000,19.000,19.000,19.000,19.000,1,,Surface,,,,,19,
Time Index,20.000,20.000,20.000,0.000,20.000,20.000,20.000,20.000,1,,Surface,,,,,20,
Time Index,21.000,21.000,21.000,0.000,21.000,21.000,21.000,21.000,1,,Surface,,,,,21,
Time Index,22.000,22.000,22.000,0.000,22.000,22.000,22.000,22.000,1,,Surface,,,,,22,
Time Index,23.000,23.000,23.000,0.000,23.000,23.000,23.000,23.000,1,,Surface,,,,,23,
Time Index,24.000,24.000,24.000,0.000,24.000,24.000,24.000,24.000,1,,Surface,,,,,24,
Time Since Track Start,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,s,Surface,,,,,17,
Time Since Track Start,60.049,60.049,60.049,0.000,60.049,60.049,60.049,60.049,1,s,Surface,,,,,18,
Time Since Track Start,119.986,119.986,119.986,0.000,119.986,119.986,119.986,119.986,1,s,Surface,,,,,19,
Time Since Track Start,180.005,180.005,180.005,0.000,180.005,180.005,180.005,180.005,1,s,Surface,,,,,20,
Time Since Track Start,240.004,240.004,240.004,0.000,240.004,240.004,240.004,240.004,1,s,Surface,,,,,21,
Time Since Track Start,299.967,299.967,299.967,0.000,299.967,299.967,299.967,299.967,1,s,Surface,,,,,22,
Time Since Track Start,360.049,360.049,360.049,0.000,360.049,360.049,360.049,360.049,1,s,Surface,,,,,23,
Time Since Track Start,420.007,420.007,420.007,0.000,420.007,420.007,420.007,420.007,1,s,Surface,,,,,24,
Track Ar1 Mean,0.160,0.160,0.160,0.000,0.160,0.160,0.160,0.160,1,,Track,,,,,,
Track Area Mean,116.155,116.155,116.155,0.000,116.155,116.155,116.155,116.155,1,µm^2,Track,,,,,,
Track Class Duration Longest,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,s,Track,,Set 1::Class A,,,,
Track Class Duration Longest,59.998,59.998,59.998,0.000,59.998,59.998,59.998,59.998,1,s,Track,,Set 1::Class B,,,,
Track Class Duration Mean,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,s,Track,,Set 1::Class A,,,,
