
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Time,
Distance to Image Border XY,8.146,8.146,8.146,0.000,8.146,8.146,8.146,8.146,1,µm,Surface,,,Image 1,48,
Distance to Image Border XY,7.327,7.327,7.327,0.000,7.327,7.327,7.327,7.327,1,µm,Surface,,,Image 1,49,
Distance to Image Border XY,6.853,6.853,6.853,0.000,6.853,6.853,6.853,6.853,1,µm,Surface,,,Image 1,50,
Distance to Image Border XY,6.599,6.599,6.599,0.000,6.599,6.599,6.599,6.599,1,µm,Surface,,,Image 1,51,
Distance to Image Border XY,7.112,7.112,7.112,0.000,7.112,7.112,7.112,7.112,1,µm,Surface,,,Image 1,52,
Distance to Image Border XY,8.847,8.847,8.847,0.000,8.847,8.847,8.847,8.847,1,µm,Surface,,,Image 1,53,
Ellipticity (oblate),0.386,0.386,0.386,0.000,0.386,0.386,0.386,0.386,1,,Surface,,,,47,
Ellipticity (oblate),0.359,0.359,0.359,0.000,0.359,0.359,0.359,0.359,1,,Surface,,,,48,
Ellipticity (oblate),0.220,0.220,0.220,0.000,0.220,0.220,0.220,0.220,1,,Surface,,,,49,
Ellipticity (oblate),0.278,0.278,0.278,0.000,0.278,0.278,0.278,0.278,1,,Surface,,,,50,
Ellipticity (oblate),0.154,0.154,0.154,0.000,0.154,0.154,0.154,0.154,1,,Surface,,,,51,
Ellipticity (oblate),0.126,0.126,0.126,0.000,0.126,0.126,0.126,0.126,1,,Surface,,,,52,
Ellipticity (oblate),0.157,0.157,0.157,0.000,0.157,0.157,0.157,0.157,1,,Surface,,,,53,
Ellipticity (prolate),0.228,0.228,0.228,0.000,0.228,0.228,0.228,0.228,1,,Surface,,,,47,
Ellipticity (prolate),0.292,0.292,0.292,0.000,0.292,0.292,0.292,0.292,1,,Surface,,,,48,
Ellipticity (prolate),0.157,0.157,0.157,0.000,0.157,0.157,0.157,0.157,1,,Surface,,,,49,
Ellipticity (prolate),0.166,0.166,0.166,0.000,0.166,0.166,0.166,0.166,1,,Surface,,,,50,
Ellipticity (prolate),0.118,0.118,0.118,0.000,0.118,0.118,0.118,0.118,1,,Surface,,,,51,
Ellipticity (prolate),0.082,0.082,0.082,0.000,0.082,0.082,0.082,0.082,1,,Surface,,,,52,
Ellipticity (prolate),0.152,0.152,0.152,0.000,0.152,0.152,0.152,0.152,1,,Surface,,,,53,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,47,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,48,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,49,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,50,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,51,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,52,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,53,
Intensity Max,231.000,231.000,231.000,0.000,231.000,231.000,231.000,231.000,1,,Surface,1,,Image 1,47,
Intensity Max,301.000,301.000,301.000,0.000,301.000,301.000,301.000,301.000,1,,Surface,1,,Image 1,48,
Intensity Max,371.000,371.000,371.000,0.000,371.000,371.000,371.000,371.000,1,,Surface,1,,Image 1,49,
Intensity Max,304.000,304.000,304.000,0.000,304.000,304.000,304.000,304.000,1,,Surface,1,,Image 1,50,
Intensity Max,275.000,275.000,275.000,0.000,275.000,275.000,275.000,275.000,1,,Surface,1,,Image 1,51,
Intensity Max,259.000,259.000,259.000,0.000,259.000,259.000,259.000,259.000,1,,Surface,1,,Image 1,52,
Intensity Max,240.000,240.000,240.000,0.000,240.000,240.000,240.000,240.000,1,,Surface,1,,Image 1,53,
Intensity Mean,119.723,119.723,119.723,0.000,119.723,119.723,119.723,119.723,1,,Surface,1,,Image 1,47,
Intensity Mean,121.731,121.731,121.731,0.000,121.731,121.731,121.731,121.731,1,,Surface,1,,Image 1,48,
Intensity Mean,122.895,122.895,122.895,0.000,122.895,122.895,122.895,122.895,1,,Surface,1,,Image 1,49,
Intensity Mean,121.153,121.153,121.153,0.000,121.153,121.153,121.153,121.153,1,,Surface,1,,Image 1,50,
Intensity Mean,119.550,119.550,119.550,0.000,119.550,119.550,119.550,119.550,1,,Surface,1,,Image 1,51,
Intensity Mean,117.863,117.863,117.863,0.000,117.863,117.863,117.863,117.863,1,,Surface,1,,Image 1,52,
Intensity Mean,115.035,115.035,115.035,0.000,115.035,115.035,115.035,115.035,1,,Surface,1,,Image 1,53,
Intensity Median,117.062,117.062,117.062,0.000,117.062,117.062,117.062,117.062,1,,Surface,1,,Image 1,47,
Intensity Median,118.062,118.062,118.062,0.000,118.062,118.062,118.062,118.062,1,,Surface,1,,Image 1,48,
Intensity Median,119.125,119.125,119.125,0.000,119.125,119.125,119.125,119.125,1,,Surface,1,,Image 1,49,
Intensity Median,118.062,118.062,118.062,0.000,118.062,118.062,118.062,118.062,1,,Surface,1,,Image 1,50,
Intensity Median,116.062,116.062,116.062,0.000,116.062,116.062,116.062,116.062,1,,Surface,1,,Image 1,51,
Intensity Median,116.062,116.062,116.062,0.000,116.062,116.062,116.062,116.062,1,,Surface,1,,Image 1,52,
Intensity Median,112.062,112.062,112.062,0.000,112.062,112.062,112.062,112.062,1,,Surface,1,,Image 1,53,
Intensity Min,80.000,80.000,80.000,0.000,80.000,80.000,80.000,80.000,1,,Surface,1,,Image 1,47,
Intensity Min,72.000,72.000,72.000,0.000,72.000,72.000,72.000,72.000,1,,Surface,1,,Image 1,48,
Intensity Min,76.000,76.000,76.000,0.000,76.000,76.000,76.000,76.000,1,,Surface,1,,Image 1,49,
Intensity Min,75.000,75.000,75.000,0.000,75.000,75.000,75.000,75.000,1,,Surface,1,,Image 1,50,
Intensity Min,81.000,81.000,81.000,0.000,81.000,81.000,81.000,81.000,1,,Surface,1,,Image 1,51,
Intensity Min,70.000,70.000,70.000,0.000,70.000,70.000,70.000,70.000,1,,Surface,1,,Image 1,52,
Intensity Min,80.000,80.000,80.000,0.000,80.000,80.000,80.000,80.000,1,,Surface,1,,Image 1,53,
Intensity StdDev,18.949,18.949,18.949,0.000,18.949,18.949,18.949,18.949,1,,Surface,1,,Image 1,47,
Intensity StdDev,21.309,21.309,21.309,0.000,21.309,21.309,21.309,21.309,1,,Surface,1,,Image 1,48,
Intensity StdDev,21.615,21.615,21.615,0.000,21.615,21.615,21.615,21.615,1,,Surface,1,,Image 1,49,
Intensity StdDev,19.059,19.059,19.059,0.000,19.059,19.059,19.059,19.059,1,,Surface,1,,Image 1,50,
Intensity StdDev,18.005,18.005,18.005,0.000,18.005,18.005,18.005,18.005,1,,Surface,1,,Image 1,51,
Intensity StdDev,15.767,15.767,15.767,0.000,15.767,15.767,15.767,15.767,1,,Surface,1,,Image 1,52,
Intensity StdDev,16.636,16.636,16.636,0.000,16.636,16.636,16.636,16.636,1,,Surface,1,,Image 1,53,
Intensity Sum,480806.000,480806.000,480806.000,0.000,480806.000,480806.000,480806.000,480806.000,1,,Surface,1,,Image 1,47,
Intensity Sum,705065.000,705065.000,705065.000,0.000,705065.000,705065.000,705065.000,705065.000,1,,Surface,1,,Image 1,48,
Intensity Sum,866656.000,866656.000,866656.000,0.000,866656.000,866656.000,866656.000,866656.000,1,,Surface,1,,Image 1,49,
Intensity Sum,946934.000,946934.000,946934.000,0.000,946934.000,946934.000,946934.000,946934.000,1,,Surface,1,,Image 1,50,
Intensity Sum,1003741.000,1003741.000,1003741.000,0.000,1003741.000,1003741.000,1003741.000,1003741.000,1,,Surface,1,,Image 1,51,
Intensity Sum,875012.000,875012.000,875012.000,0.000,875012.000,875012.000,875012.000,875012.000,1,,Surface,1,,Image 1,52,
Intensity Sum,644196.000,644196.000,644196.000,0.000,644196.000,644196.000,644196.000,644196.000,1,,Surface,1,,Image 1,53,
Intensity Sum of Square,59005304.000,59005304.000,59005304.000,0.000,59005304.000,59005304.000,59005304.000,59005304.000,1,,Surface,1,,Image 1,47,
Intensity Sum of Square,88458104.000,88458104.000,88458104.000,0.000,88458104.000,88458104.000,88458104.000,88458104.000,1,,Surface,1,,Image 1,48,
Intensity Sum of Square,109802648.000,109802648.000,109802648.000,0.000,109802648.000,109802648.000,109802648.000,109802648.000,1,,Surface,1,,Image 1,49,
Intensity Sum of Square,117563408.000,117563408.000,117563408.000,0.000,117563408.000,117563408.000,117563408.000,117563408.000,1,,Surface,1,,Image 1,50,
Intensity Sum of Square,122718968.000,122718968.000,122718968.000,0.000,122718968.000,122718968.000,122718968.000,122718968.000,1,,Surface,1,,Image 1,51,
Intensity Sum of Square,104976688.000,104976688.000,104976688.000,0.000,104976688.000,104976688.000,104976688.000,104976688.000,1,,Surface,1,,Image 1,52,
Intensity Sum of Square,75654992.000,75654992.000,75654992.000,0.000,75654992.000,75654992.000,75654992.000,75654992.000,1,,Surface,1,,Image 1,53,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,47,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,48,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,49,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,50,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,51,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,52,
Number of Disconnected Components,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Surface,,,,53,
Position X,-11316.333,-11316.333,-11316.333,0.000,-11316.333,-11316.333,-11316.333,-11316.333,1,µm,Surface,,Position,,47,
Position X,-11316.444,-11316.444,-11316.444,0.000,-11316.444,-11316.444,-11316.444,-11316.444,1,µm,Surface,,Position,,48,
Position X,-11317.158,-11317.158,-11317.158,0.000,-11317.158,-11317.158,-11317.158,-11317.158,1,µm,Surface,,Position,,49,
Position X,-11317.529,-11317.529,-11317.529,0.000,-11317.529,-11317.529,-11317.529,-11317.529,1,µm,Surface,,Position,,50,
Position X,-11317.783,-11317.783,-11317.783,0.000,-11317.783,-11317.783,-11317.783,-11317.783,1,µm,Surface,,Position,,51,
Position X,-11317.373,-11317.373,-11317.373,0.000,-11317.373,-11317.373,-11317.373,-11317.373,1,µm,Surface,,Position,,52,
Position X,-11315.744,-11315.744,-11315.744,0.000,-11315.744,-11315.744,-11315.744,-11315.744,1,µm,Surface,,Position,,53,
Position Y,-897.485,-897.485,-897.485,0.000,-897.485,-897.485,-897.485,-897.485,1,µm,Surface,,Position,,47,
Position Y,-898.170,-898.170,-898.170,0.000,-898.170,-898.170,-898.170,-898.170,1,µm,Surface,,Position,,48,
Position Y,-898.318,-898.318,-898.318,0.000,-898.318,-898.318,-898.318,-898.318,1,µm,Surface,,Position,,49,
Position Y,-898.378,-898.378,-898.378,0.000,-898.378,-898.378,-898.378,-898.378,1,µm,Surface,,Position,,50,
Position Y,-898.477,-898.477,-898.477,0.000,-898.477,-898.477,-898.477,-898.477,1,µm,Surface,,Position,,51,
Position Y,-898.641,-898.641,-898.641,0.000,-898.641,-898.641,-898.641,-898.641,1,µm,Surface,,Position,,52,
Position Y,-899.129,-899.129,-899.129,0.000,-899.129,-899.129,-899.129,-899.129,1,µm,Surface,,Position,,53,
Position Z,8844.269,8844.269,8844.269,0.000,8844.269,8844.269,8844.269,8844.269,1,µm,Surface,,Position,,47,
Position Z,8844.779,8844.779,8844.779,0.000,8844.779,8844.779,8844.779,8844.779,1,µm,Surface,,Position,,48,
Position Z,8845.038,8845.038,8845.038,0.000,8845.038,8845.038,8845.038,8845.038,1,µm,Surface,,Position,,49,
Position Z,8845.707,8845.707,8845.707,0.000,8845.707,8845.707,8845.707,8845.707,1,µm,Surface,,Position,,50,
Position Z,8845.688,8845.688,8845.688,0.000,8845.688,8845.688,8845.688,8845.688,1,µm,Surface,,Position,,51,
Position Z,8845.962,8845.962,8845.962,0.000,8845.962,8845.962,8845.962,8845.962,1,µm,Surface,,Position,,52,
Position Z,8848.358,8848.358,8848.358,0.000,8848.358,8848.358,8848.358,8848.358,1,µm,Surface,,Position,,53,
Speed,0.014,0.014,0.014,0.000,0.014,0.014,0.014,0.014,1,µm/s,Surface,,,,47,
Speed,0.012,0.012,0.012,0.000,0.012,0.012,0.012,0.012,1,µm/s,Surface,,,,48,
Speed,0.012,0.012,0.012,0.000,0.012,0.012,0.012,0.012,1,µm/s,Surface,,,,49,
Speed,0.008,0.008,0.008,0.000,0.008,0.008,0.008,0.008,1,µm/s,Surface,,,,50,
Speed,0.003,0.003,0.003,0.000,0.003,0.003,0.003,0.003,1,µm/s,Surface,,,,51,
Speed,0.029,0.029,0.029,0.000,0.029,0.029,0.029,0.029,1,µm/s,Surface,,,,52,
Speed,0.049,0.049,0.049,0.000,0.049,0.049,0.049,0.049,1,µm/s,Surface,,,,53,
Sphericity,0.970,0.970,0.970,0.000,0.970,0.970,0.970,0.970,1,,Surface,,,,47,
Sphericity,0.970,0.970,0.970,0.000,0.970,0.970,0.970,0.970,1,,Surface,,,,48,
Sphericity,0.976,0.976,0.976,0.000,0.976,0.976,0.976,0.976,1,,Surface,,,,49,
Sphericity,0.978,0.978,0.978,0.000,0.978,0.978,0.978,0.978,1,,Surface,,,,50,
Sphericity,0.984,0.984,0.984,0.000,0.984,0.984,0.984,0.984,1,,Surface,,,,51,
Sphericity,0.980,0.980,0.980,0.000,0.980,0.980,0.980,0.980,1,,Surface,,,,52,
Sphericity,0.971,0.971,0.971,0.000,0.971,0.971,0.971,0.971,1,,Surface,,,,53,
Time,2757.446,2757.446,2757.446,0.000,2757.446,2757.446,2757.446,2757.446,1,s,Surface,,,,47,
Time,2817.476,2817.476,2817.476,0.000,2817.476,2817.476,2817.476,2817.476,1,s,Surface,,,,48,
Time,2877.475,2877.475,2877.475,0.000,2877.475,2877.475,2877.475,2877.475,1,s,Surface,,,,49,
Time,2937.444,2937.444,2937.444,0.000,2937.444,2937.444,2937.444,2937.444,1,s,Surface,,,,50,
Time,2997.488,2997.488,2997.488,0.000,2997.488,2997.488,2997.488,2997.488,1,s,Surface,,,,51,
Time,3057.444,3057.444,3057.444,0.000,3057.444,3057.444,3057.444,3057.444,1,s,Surface,,,,52,
Time,3117.458,3117.458,3117.458,0.000,3117.458,3117.458,3117.458,3117.458,1,s,Surface,,,,53,
Time Index,47.000,47.000,47.000,0.000,47.000,47.000,47.000,47.000,1,,Surface,,,,47,
Time Index,48.000,48.000,48.000,0.000,48.000,48.000,48.000,48.000,1,,Surface,,,,48,
Time Index,49.000,49.000,49.000,0.000,49.000,49.000,49.000,49.000,1,,Surface,,,,49,
Time Index,50.000,50.000,50.000,0.000,50.000,50.000,50.000,50.000,1,,Surface,,,,50,
Time Index,51.000,51.000,51.000,0.000,51.000,51.000,51.000,51.000,1,,Surface,,,,51,
Time Index,52.000,52.000,52.000,0.000,52.000,52.000,52.000,52.000,1,,Surface,,,,52,
Time Index,53.000,53.000,53.000,0.000,53.000,53.000,53.000,53.000,1,,Surface,,,,53,
Time Since Track Start,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,s,Surface,,,,47,
Time Since Track Start,60.031,60.031,60.031,0.000,60.031,60.031,60.031,60.031,1,s,Surface,,,,48,
Time Since Track Start,120.030,120.030,120.030,0.000,120.030,120.030,120.030,120.030,1,s,Surface,,,,49,
Time Since Track Start,179.999,179.999,179.999,0.000,179.999,179.999,179.999,179.999,1,s,Surface,,,,50,
Time Since Track Start,240.042,240.042,240.042,0.000,240.042,240.042,240.042,240.042,1,s,Surface,,,,51,
Time Since Track Start,299.998,299.998,299.998,0.000,299.998,299.998,299.998,299.998,1,s,Surface,,,,52,
Time Since Track Start,360.012,360.012,360.012,0.000,360.012,360.012,360.012,360.012,1,s,Surface,,,,53,
Track Ar1 Mean,0.083,0.083,0.083,0.000,0.083,0.083,0.083,0.083,1,,Track,,,,,
Track Area Mean,77.856,77.856,77.856,0.000,77.856,77.856,77.856,77.856,1,µm^2,Track,,,,,
Track Displacement Length,4.447,4.447,4.447,0.000,4.447,4.447,4.447,4.447,1,µm,Track,,,,,
Track Duration,360.012,360.012,360.012,0.000,360.012,360.012,360.012,360.012,1,s,Track,,,,,
Track Ellipticity Oblate Mean,0.240,0.240,0.240,0.000,0.240,0.240,0.240,0.240,1,µm,Track,,,,,
Track Ellipticity Prolate Mean,0.171,0.171,0.171,0.000,0.171,0.171,0.171,0.171,1,µm,Track,,,,,
Track Intensity Max,371.000,371.000,371.000,0.000,371.000,371.000,371.000,371.000,1,,Track,1,,Image 1,,
Track Intensity Mean,119.802,119.802,119.802,0.000,119.802,119.802,119.802,119.802,1,,Track,1,,Image 1,,
Track Intensity Min,70.000,70.000,70.000,0.000,70.000,70.000,70.000,70.000,1,,Track,1,,Image 1,,
Track Intensity StdDev,18.967,18.967,18.967,0.000,18.967,18.967,18.967,18.967,1,,Track,1,,Image 1,,
Track Intensity Sum,5522410.000,5522410.000,5522410.000,0.000,5522410.000,5522410.000,5522410.000,5522410.000,1,,Track,1,,Image 1,,
Track Length,6.134,6.134,6.134,0.000,6.134,6.134,6.134,6.134,1,µm,Track,,,,,
Track Number Of Generations,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1,,Track,,,,,
Track Number of Branches,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Track,,,,,
Track Number of Fusions,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Track,,,,,
Track Number of Surfaces,7.000,7.000,7.000,0.000,7.000,7.000,7.000,7.000,1,,Track,,,,,
Track Position X Mean,-11316.909,-11316.909,-11316.909,0.000,-11316.909,-11316.909,-11316.909,-11316.909,1,µm,Track,,Track Position,,,
Track Position X Start,-11316.333,-11316.333,-11316.333,0.000,-11316.333,-11316.333,-11316.333,-11316.333,1,µm,Track,,Track Position Start,,,
Track Position Y Mean,-898.371,-898.371,-898.371,0.000,-898.371,-898.371,-898.371,-898.371,1,µm,Track,,Track Position,,,
Track Position Y Start,-897.485,-897.485,-897.485,0.000,-897.485,-897.485,-897.485,-897.485,1,µm,Track,,Track Position Start,,,
Track Position Z Mean,8845.686,8845.686,8845.686,0.000,8845.686,8845.686,8845.686,8845.686,1,µm,Track,,Track Position,,,
Track Position Z Start,8844.269,8844.269,8844.269,0.000,8844.269,8844.269,8844.269,8844.269,1,µm,Track,,Track Position Start,,,
Track Speed Max,0.049,0.049,0.049,0.000,0.049,0.049,0.049,0.049,1,µm/s,Track,,,,,
Track Speed Mean,0.017,0.017,0.017,0.000,0.017,0.017,0.017,0.017,1,µm/s,Track,,,,,
Track Speed Min,0.007,0.007,0.007,0.000,0.007,0.007,0.007,0.007,1,µm/s,Track,,,,,
Track Speed StdDev,0.012,0.012,0.012,0.000,0.012,0.012,0.012,0.012,1,µm/s,Track,,,,,
Track Speed Variation,0.703,0.703,0.703,0.000,0.703,0.703,0.703,0.703,1,,Track,,,,,
Track Sphericity Mean,0.976,0.976,0.976,0.000,0.976,0.976,0.976,0.976,1,,Track,,,,,
Track Straightness,0.725,0.725,0.725,0.000,0.725,0.725,0.725,0.725,1,,Track,,,,,
Track Volume Mean,62.661,62.661,62.661,0.000,62.661,62.661,62.661,62.661,1,µm^3,Track,,,,,
Velocity Angle X,97.426,97.426,97.426,0.000,97.426,97.426,97.426,97.426,1,°,Surface,,Velocity Angle,,47,
Velocity Angle X,126.055,126.055,126.055,0.000,126.055,126.055,126.055,126.055,1,°,Surface,,Velocity Angle,,48,
Velocity Angle X,138.777,138.777,138.777,0.000,138.777,138.777,138.777,138.777,1,°,Surface,,Velocity Angle,,49,
Velocity Angle X,133.067,133.067,133.067,0.000,133.067,133.067,133.067,133.067,1,°,Surface,,Velocity Angle,,50,
Velocity Angle X,66.880,66.880,66.880,0.000,66.880,66.880,66.880,66.880,1,°,Surface,,Velocity Angle,,51,
Velocity Angle X,53.439,53.439,53.439,0.000,53.439,53.439,53.439,53.439,1,°,Surface,,Velocity Angle,,52,
Velocity Angle X,56.338,56.338,56.338,0.000,56.338,56.338,56.338,56.338,1,°,Surface,,Velocity Angle,,53,
Velocity Angle Y,142.656,142.656,142.656,0.000,142.656,142.656,142.656,142.656,1,°,Surface,,Velocity Angle,,47,
Velocity Angle Y,126.423,126.423,126.423,0.000,126.423,126.423,126.423,126.423,1,°,Surface,,Velocity Angle,,48,
Velocity Angle Y,98.284,98.284,98.284,0.000,98.284,98.284,98.284,98.284,1,°,Surface,,Velocity Angle,,49,
Velocity Angle Y,100.049,100.049,100.049,0.000,100.049,100.049,100.049,100.049,1,°,Surface,,Velocity Angle,,50,
Velocity Angle Y,131.296,131.296,131.296,0.000,131.296,131.296,131.296,131.296,1,°,Surface,,Velocity Angle,,51,
Velocity Angle Y,100.983,100.983,100.983,0.000,100.983,100.983,100.983,100.983,1,°,Surface,,Velocity Angle,,52,
Velocity Angle Y,99.577,99.577,99.577,0.000,99.577,99.577,99.577,99.577,1,°,Surface,,Velocity Angle,,53,
