
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,82.101,82.101,82.101,0.000,82.101,82.101,82.101,82.101,1,µm^2,Surface,,,,,17,
Area,105.272,105.272,105.272,0.000,105.272,105.272,105.272,105.272,1,µm^2,Surface,,,,,18,
Area,123.910,123.910,123.910,0.000,123.910,123.910,123.910,123.910,1,µm^2,Surface,,,,,19,
Area,134.324,134.324,134.324,0.000,134.324,134.324,134.324,134.324,1,µm^2,Surface,,,,,20,
Area,136.719,136.719,136.719,0.000,136.719,136.719,136.719,136.719,1,µm^2,Surface,,,,,21,
Area,141.501,141.501,141.501,0.000,141.501,141.501,141.501,141.501,1,µm^2,Surface,,,,,22,
Area,133.284,133.284,133.284,0.000,133.284,133.284,133.284,133.284,1,µm^2,Surface,,,,,23,
Area,137.680,137.680,137.680,0.000,137.680,137.680,137.680,137.680,1,µm^2,Surface,,,,,24,
Area,147.974,147.974,147.974,0.000,147.974,147.974,147.974,147.974,1,µm^2,Surface,,,,,25,
Area,156.534,156.534,156.534,0.000,156.534,156.534,156.534,156.534,1,µm^2,Surface,,,,,26,
Area,170.827,170.827,170.827,0.000,170.827,170.827,170.827,170.827,1,µm^2,Surface,,,,,27,
Area,174.811,174.811,174.811,0.000,174.811,174.811,174.811,174.811,1,µm^2,Surface,,,,,28,
Area,188.218,188.218,188.218,0.000,188.218,188.218,188.218,188.218,1,µm^2,Surface,,,,,29,
Area,196.477,196.477,196.477,0.000,196.477,196.477,196.477,196.477,1,µm^2,Surface,,,,,30,
Area,193.536,193.536,193.536,0.000,193.536,193.536,193.536,193.536,1,µm^2,Surface,,,,,31,
Area,185.214,185.214,185.214,0.000,185.214,185.214,185.214,185.214,1,µm^2,Surface,,,,,32,
Area,178.046,178.046,178.046,0.000,178.046,178.046,178.046,178.046,1,µm^2,Surface,,,,,33,
Area,174.078,174.078,174.078,0.000,174.078,174.078,174.078,174.078,1,µm^2,Surface,,,,,34,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,17,
Displacement Delta Length,4.097,4.097,4.097,0.000,4.097,4.097,4.097,4.097,1,µm,Surface,,,,,18,
Displacement Delta Length,3.166,3.166,3.166,0.000,3.166,3.166,3.166,3.166,1,µm,Surface,,,,,19,
Displacement Delta Length,0.628,0.628,0.628,0.000,0.628,0.628,0.628,0.628,1,µm,Surface,,,,,20,
Displacement Delta Length,1.367,1.367,1.367,0.000,1.367,1.367,1.367,1.367,1,µm,Surface,,,,,21,
Displacement Delta Length,1.028,1.028,1.028,0.000,1.028,1.028,1.028,1.028,1,µm,Surface,,,,,22,
Displacement Delta Length,1.716,1.716,1.716,0.000,1.716,1.716,1.716,1.716,1,µm,Surface,,,,,23,
Displacement Delta Length,0.684,0.684,0.684,0.000,0.684,0.684,0.684,0.684,1,µm,Surface,,,,,24,
Displacement Delta Length,0.705,0.705,0.705,0.000,0.705,0.705,0.705,0.705,1,µm,Surface,,,,,25,
Displacement Delta Length,1.046,1.046,1.046,0.000,1.046,1.046,1.046,1.046,1,µm,Surface,,,,,26,
Displacement Delta Length,1.653,1.653,1.653,0.000,1.653,1.653,1.653,1.653,1,µm,Surface,,,,,27,
Displacement Delta Length,2.939,2.939,2.939,0.000,2.939,2.939,2.939,2.939,1,µm,Surface,,,,,28,
Displacement Delta Length,1.953,1.953,1.953,0.000,1.953,1.953,1.953,1.953,1,µm,Surface,,,,,29,
Displacement Delta Length,0.948,0.948,0.948,0.000,0.948,0.948,0.948,0.948,1,µm,Surface,,,,,30,
Displacement Delta Length,1.260,1.260,1.260,0.000,1.260,1.260,1.260,1.260,1,µm,Surface,,,,,31,
Displacement Delta Length,1.434,1.434,1.434,0.000,1.434,1.434,1.434,1.434,1,µm,Surface,,,,,32,
Displacement Delta Length,1.362,1.362,1.362,0.000,1.362,1.362,1.362,1.362,1,µm,Surface,,,,,33,
Displacement Delta Length,0.419,0.419,0.419,0.000,0.419,0.419,0.419,0.419,1,µm,Surface,,,,,34,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,17,
Displacement Delta X,-0.730,-0.730,-0.730,0.000,-0.730,-0.730,-0.730,-0.730,1,µm,Surface,,Displacement Delta,,,18,
Displacement Delta X,-1.633,-1.633,-1.633,0.000,-1.633,-1.633,-1.633,-1.633,1,µm,Surface,,Displacement Delta,,,19,
Displacement Delta X,-0.607,-0.607,-0.607,0.000,-0.607,-0.607,-0.607,-0.607,1,µm,Surface,,Displacement Delta,,,20,
Displacement Delta X,-1.012,-1.012,-1.012,0.000,-1.012,-1.012,-1.012,-1.012,1,µm,Surface,,Displacement Delta,,,21,
Displacement Delta X,-0.920,-0.920,-0.920,0.000,-0.920,-0.920,-0.920,-0.920,1,µm,Surface,,Displacement Delta,,,22,
Displacement Delta X,-1.270,-1.270,-1.270,0.000,-1.270,-1.270,-1.270,-1.270,1,µm,Surface,,Displacement Delta,,,23,
Displacement Delta X,-0.621,-0.621,-0.621,0.000,-0.621,-0.621,-0.621,-0.621,1,µm,Surface,,Displacement Delta,,,24,
Displacement Delta X,0.609,0.609,0.609,0.000,0.609,0.609,0.609,0.609,1,µm,Surface,,Displacement Delta,,,25,
Displacement Delta X,-0.610,-0.610,-0.610,0.000,-0.610,-0.610,-0.610,-0.610,1,µm,Surface,,Displacement Delta,,,26,
Displacement Delta X,1.037,1.037,1.037,0.000,1.037,1.037,1.037,1.037,1,µm,Surface,,Displacement Delta,,,27,
Displacement Delta X,2.540,2.540,2.540,0.000,2.540,2.540,2.540,2.540,1,µm,Surface,,Displacement Delta,,,28,
Displacement Delta X,0.821,0.821,0.821,0.000,0.821,0.821,0.821,0.821,1,µm,Surface,,Displacement Delta,,,29,
Displacement Delta X,0.758,0.758,0.758,0.000,0.758,0.758,0.758,0.758,1,µm,Surface,,Displacement Delta,,,30,
Displacement Delta X,-1.151,-1.151,-1.151,0.000,-1.151,-1.151,-1.151,-1.151,1,µm,Surface,,Displacement Delta,,,31,
Displacement Delta X,-0.860,-0.860,-0.860,0.000,-0.860,-0.860,-0.860,-0.860,1,µm,Surface,,Displacement Delta,,,32,
Displacement Delta X,-1.317,-1.317,-1.317,0.000,-1.317,-1.317,-1.317,-1.317,1,µm,Surface,,Displacement Delta,,,33,
Displacement Delta X,-0.146,-0.146,-0.146,0.000,-0.146,-0.146,-0.146,-0.146,1,µm,Surface,,Displacement Delta,,,34,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,17,
Displacement Delta Y,-3.988,-3.988,-3.988,0.000,-3.988,-3.988,-3.988,-3.988,1,µm,Surface,,Displacement Delta,,,18,
Displacement Delta Y,-2.713,-2.713,-2.713,0.000,-2.713,-2.713,-2.713,-2.713,1,µm,Surface,,Displacement Delta,,,19,
Displacement Delta Y,0.045,0.045,0.045,0.000,0.045,0.045,0.045,0.045,1,µm,Surface,,Displacement Delta,,,20,
Displacement Delta Y,0.918,0.918,0.918,0.000,0.918,0.918,0.918,0.918,1,µm,Surface,,Displacement Delta,,,21,
Displacement Delta Y,-0.414,-0.414,-0.414,0.000,-0.414,-0.414,-0.414,-0.414,1,µm,Surface,,Displacement Delta,,,22,
Displacement Delta Y,1.019,1.019,1.019,0.000,1.019,1.019,1.019,1.019,1,µm,Surface,,Displacement Delta,,,23,
Displacement Delta Y,0.213,0.213,0.213,0.000,0.213,0.213,0.213,0.213,1,µm,Surface,,Displacement Delta,,,24,
