
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,267.689,267.689,267.689,0.000,267.689,267.689,267.689,267.689,1,µm^2,Surface,,,,,4,
Area,283.624,283.624,283.624,0.000,283.624,283.624,283.624,283.624,1,µm^2,Surface,,,,,5,
Area,80.652,80.652,80.652,0.000,80.652,80.652,80.652,80.652,1,µm^2,Surface,,,,,8,
Area,65.105,65.105,65.105,0.000,65.105,65.105,65.105,65.105,1,µm^2,Surface,,,,,12,
Area,109.342,109.342,109.342,0.000,109.342,109.342,109.342,109.342,1,µm^2,Surface,,,,,13,
Area,140.326,140.326,140.326,0.000,140.326,140.326,140.326,140.326,1,µm^2,Surface,,,,,14,
Area,170.611,170.611,170.611,0.000,170.611,170.611,170.611,170.611,1,µm^2,Surface,,,,,15,
Area,180.787,180.787,180.787,0.000,180.787,180.787,180.787,180.787,1,µm^2,Surface,,,,,16,
Area,186.304,186.304,186.304,0.000,186.304,186.304,186.304,186.304,1,µm^2,Surface,,,,,17,
Area,190.935,190.935,190.935,0.000,190.935,190.935,190.935,190.935,1,µm^2,Surface,,,,,18,
Area,165.908,165.908,165.908,0.000,165.908,165.908,165.908,165.908,1,µm^2,Surface,,,,,19,
Area,164.336,164.336,164.336,0.000,164.336,164.336,164.336,164.336,1,µm^2,Surface,,,,,20,
Area,151.815,151.815,151.815,0.000,151.815,151.815,151.815,151.815,1,µm^2,Surface,,,,,21,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,4,
Displacement Delta Length,2.271,2.271,2.271,0.000,2.271,2.271,2.271,2.271,1,µm,Surface,,,,,5,
Displacement Delta Length,2.033,2.033,2.033,0.000,2.033,2.033,2.033,2.033,1,µm,Surface,,,,,8,
Displacement Delta Length,2.327,2.327,2.327,0.000,2.327,2.327,2.327,2.327,1,µm,Surface,,,,,12,
Displacement Delta Length,1.718,1.718,1.718,0.000,1.718,1.718,1.718,1.718,1,µm,Surface,,,,,13,
Displacement Delta Length,1.885,1.885,1.885,0.000,1.885,1.885,1.885,1.885,1,µm,Surface,,,,,14,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,15,
Displacement Delta Length,1.386,1.386,1.386,0.000,1.386,1.386,1.386,1.386,1,µm,Surface,,,,,16,
Displacement Delta Length,2.337,2.337,2.337,0.000,2.337,2.337,2.337,2.337,1,µm,Surface,,,,,17,
Displacement Delta Length,0.978,0.978,0.978,0.000,0.978,0.978,0.978,0.978,1,µm,Surface,,,,,18,
Displacement Delta Length,2.000,2.000,2.000,0.000,2.000,2.000,2.000,2.000,1,µm,Surface,,,,,19,
Displacement Delta Length,2.225,2.225,2.225,0.000,2.225,2.225,2.225,2.225,1,µm,Surface,,,,,20,
Displacement Delta Length,1.187,1.187,1.187,0.000,1.187,1.187,1.187,1.187,1,µm,Surface,,,,,21,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta X,-1.901,-1.901,-1.901,0.000,-1.901,-1.901,-1.901,-1.901,1,µm,Surface,,Displacement Delta,,,5,
Displacement Delta X,1.667,1.667,1.667,0.000,1.667,1.667,1.667,1.667,1,µm,Surface,,Displacement Delta,,,8,
Displacement Delta X,2.131,2.131,2.131,0.000,2.131,2.131,2.131,2.131,1,µm,Surface,,Displacement Delta,,,12,
Displacement Delta X,1.558,1.558,1.558,0.000,1.558,1.558,1.558,1.558,1,µm,Surface,,Displacement Delta,,,13,
Displacement Delta X,1.516,1.516,1.516,0.000,1.516,1.516,1.516,1.516,1,µm,Surface,,Displacement Delta,,,14,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,15,
Displacement Delta X,0.947,0.947,0.947,0.000,0.947,0.947,0.947,0.947,1,µm,Surface,,Displacement Delta,,,16,
Displacement Delta X,0.701,0.701,0.701,0.000,0.701,0.701,0.701,0.701,1,µm,Surface,,Displacement Delta,,,17,
Displacement Delta X,-0.928,-0.928,-0.928,0.000,-0.928,-0.928,-0.928,-0.928,1,µm,Surface,,Displacement Delta,,,18,
Displacement Delta X,-1.363,-1.363,-1.363,0.000,-1.363,-1.363,-1.363,-1.363,1,µm,Surface,,Displacement Delta,,,19,
Displacement Delta X,-1.536,-1.536,-1.536,0.000,-1.536,-1.536,-1.536,-1.536,1,µm,Surface,,Displacement Delta,,,20,
Displacement Delta X,-1.167,-1.167,-1.167,0.000,-1.167,-1.167,-1.167,-1.167,1,µm,Surface,,Displacement Delta,,,21,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta Y,0.967,0.967,0.967,0.000,0.967,0.967,0.967,0.967,1,µm,Surface,,Displacement Delta,,,5,
Displacement Delta Y,0.566,0.566,0.566,0.000,0.566,0.566,0.566,0.566,1,µm,Surface,,Displacement Delta,,,8,
Displacement Delta Y,0.917,0.917,0.917,0.000,0.917,0.917,0.917,0.917,1,µm,Surface,,Displacement Delta,,,12,
Displacement Delta Y,0.450,0.450,0.450,0.000,0.450,0.450,0.450,0.450,1,µm,Surface,,Displacement Delta,,,13,
Displacement Delta Y,0.693,0.693,0.693,0.000,0.693,0.693,0.693,0.693,1,µm,Surface,,Displacement Delta,,,14,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,15,
Displacement Delta Y,0.759,0.759,0.759,0.000,0.759,0.759,0.759,0.759,1,µm,Surface,,Displacement Delta,,,16,
Displacement Delta Y,1.655,1.655,1.655,0.000,1.655,1.655,1.655,1.655,1,µm,Surface,,Displacement Delta,,,17,
Displacement Delta Y,0.144,0.144,0.144,0.000,0.144,0.144,0.144,0.144,1,µm,Surface,,Displacement Delta,,,18,
Displacement Delta Y,-0.720,-0.720,-0.720,0.000,-0.720,-0.720,-0.720,-0.720,1,µm,Surface,,Displacement Delta,,,19,
