
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,73.633,73.633,73.633,0.000,73.633,73.633,73.633,73.633,1,µm^2,Surface,,,,,27,
Area,115.323,115.323,115.323,0.000,115.323,115.323,115.323,115.323,1,µm^2,Surface,,,,,29,
Area,126.557,126.557,126.557,0.000,126.557,126.557,126.557,126.557,1,µm^2,Surface,,,,,30,
Area,134.061,134.061,134.061,0.000,134.061,134.061,134.061,134.061,1,µm^2,Surface,,,,,31,
Area,142.255,142.255,142.255,0.000,142.255,142.255,142.255,142.255,1,µm^2,Surface,,,,,32,
Area,159.024,159.024,159.024,0.000,159.024,159.024,159.024,159.024,1,µm^2,Surface,,,,,33,
Area,175.620,175.620,175.620,0.000,175.620,175.620,175.620,175.620,1,µm^2,Surface,,,,,34,
Area,177.642,177.642,177.642,0.000,177.642,177.642,177.642,177.642,1,µm^2,Surface,,,,,35,
Area,170.167,170.167,170.167,0.000,170.167,170.167,170.167,170.167,1,µm^2,Surface,,,,,36,
Area,168.076,168.076,168.076,0.000,168.076,168.076,168.076,168.076,1,µm^2,Surface,,,,,37,
Area,172.202,172.202,172.202,0.000,172.202,172.202,172.202,172.202,1,µm^2,Surface,,,,,38,
Area,172.963,172.963,172.963,0.000,172.963,172.963,172.963,172.963,1,µm^2,Surface,,,,,39,
Area,179.340,179.340,179.340,0.000,179.340,179.340,179.340,179.340,1,µm^2,Surface,,,,,40,
Area,176.261,176.261,176.261,0.000,176.261,176.261,176.261,176.261,1,µm^2,Surface,,,,,41,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,29,
Displacement Delta Length,2.272,2.272,2.272,0.000,2.272,2.272,2.272,2.272,1,µm,Surface,,,,,30,
Displacement Delta Length,0.470,0.470,0.470,0.000,0.470,0.470,0.470,0.470,1,µm,Surface,,,,,31,
Displacement Delta Length,1.133,1.133,1.133,0.000,1.133,1.133,1.133,1.133,1,µm,Surface,,,,,32,
Displacement Delta Length,0.806,0.806,0.806,0.000,0.806,0.806,0.806,0.806,1,µm,Surface,,,,,33,
Displacement Delta Length,0.112,0.112,0.112,0.000,0.112,0.112,0.112,0.112,1,µm,Surface,,,,,34,
Displacement Delta Length,0.792,0.792,0.792,0.000,0.792,0.792,0.792,0.792,1,µm,Surface,,,,,35,
Displacement Delta Length,0.377,0.377,0.377,0.000,0.377,0.377,0.377,0.377,1,µm,Surface,,,,,36,
Displacement Delta Length,0.906,0.906,0.906,0.000,0.906,0.906,0.906,0.906,1,µm,Surface,,,,,37,
Displacement Delta Length,0.311,0.311,0.311,0.000,0.311,0.311,0.311,0.311,1,µm,Surface,,,,,38,
Displacement Delta Length,1.119,1.119,1.119,0.000,1.119,1.119,1.119,1.119,1,µm,Surface,,,,,39,
Displacement Delta Length,0.752,0.752,0.752,0.000,0.752,0.752,0.752,0.752,1,µm,Surface,,,,,40,
Displacement Delta Length,0.401,0.401,0.401,0.000,0.401,0.401,0.401,0.401,1,µm,Surface,,,,,41,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,29,
Displacement Delta X,1.280,1.280,1.280,0.000,1.280,1.280,1.280,1.280,1,µm,Surface,,Displacement Delta,,,30,
Displacement Delta X,0.196,0.196,0.196,0.000,0.196,0.196,0.196,0.196,1,µm,Surface,,Displacement Delta,,,31,
Displacement Delta X,-0.415,-0.415,-0.415,0.000,-0.415,-0.415,-0.415,-0.415,1,µm,Surface,,Displacement Delta,,,32,
Displacement Delta X,-0.003,-0.003,-0.003,0.000,-0.003,-0.003,-0.003,-0.003,1,µm,Surface,,Displacement Delta,,,33,
Displacement Delta X,-0.107,-0.107,-0.107,0.000,-0.107,-0.107,-0.107,-0.107,1,µm,Surface,,Displacement Delta,,,34,
Displacement Delta X,-0.421,-0.421,-0.421,0.000,-0.421,-0.421,-0.421,-0.421,1,µm,Surface,,Displacement Delta,,,35,
Displacement Delta X,-0.019,-0.019,-0.019,0.000,-0.019,-0.019,-0.019,-0.019,1,µm,Surface,,Displacement Delta,,,36,
Displacement Delta X,0.432,0.432,0.432,0.000,0.432,0.432,0.432,0.432,1,µm,Surface,,Displacement Delta,,,37,
Displacement Delta X,-0.311,-0.311,-0.311,0.000,-0.311,-0.311,-0.311,-0.311,1,µm,Surface,,Displacement Delta,,,38,
Displacement Delta X,0.929,0.929,0.929,0.000,0.929,0.929,0.929,0.929,1,µm,Surface,,Displacement Delta,,,39,
Displacement Delta X,-0.678,-0.678,-0.678,0.000,-0.678,-0.678,-0.678,-0.678,1,µm,Surface,,Displacement Delta,,,40,
Displacement Delta X,0.307,0.307,0.307,0.000,0.307,0.307,0.307,0.307,1,µm,Surface,,Displacement Delta,,,41,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,29,
Displacement Delta Y,-1.791,-1.791,-1.791,0.000,-1.791,-1.791,-1.791,-1.791,1,µm,Surface,,Displacement Delta,,,30,
Displacement Delta Y,-0.244,-0.244,-0.244,0.000,-0.244,-0.244,-0.244,-0.244,1,µm,Surface,,Displacement Delta,,,31,
Displacement Delta Y,1.053,1.053,1.053,0.000,1.053,1.053,1.053,1.053,1,µm,Surface,,Displacement Delta,,,32,
Displacement Delta Y,-0.772,-0.772,-0.772,0.000,-0.772,-0.772,-0.772,-0.772,1,µm,Surface,,Displacement Delta,,,33,
Displacement Delta Y,-0.031,-0.031,-0.031,0.000,-0.031,-0.031,-0.031,-0.031,1,µm,Surface,,Displacement Delta,,,34,
Displacement Delta Y,-0.584,-0.584,-0.584,0.000,-0.584,-0.584,-0.584,-0.584,1,µm,Surface,,Displacement Delta,,,35,
Displacement Delta Y,0.129,0.129,0.129,0.000,0.129,0.129,0.129,0.129,1,µm,Surface,,Displacement Delta,,,36,
Displacement Delta Y,0.399,0.399,0.399,0.000,0.399,0.399,0.399,0.399,1,µm,Surface,,Displacement Delta,,,37,
Displacement Delta Y,0.016,0.016,0.016,0.000,0.016,0.016,0.016,0.016,1,µm,Surface,,Displacement Delta,,,38,
Displacement Delta Y,0.599,0.599,0.599,0.000,0.599,0.599,0.599,0.599,1,µm,Surface,,Displacement Delta,,,39,
Displacement Delta Y,0.020,0.020,0.020,0.000,0.020,0.020,0.020,0.020,1,µm,Surface,,Displacement Delta,,,40,
Displacement Delta Y,0.141,0.141,0.141,0.000,0.141,0.141,0.141,0.141,1,µm,Surface,,Displacement Delta,,,41,
Displacement Delta Z,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,29,
Displacement Delta Z,0.564,0.564,0.564,0.000,0.564,0.564,0.564,0.564,1,µm,Surface,,Displacement Delta,,,30,
Displacement Delta Z,0.351,0.351,0.351,0.000,0.351,0.351,0.351,0.351,1,µm,Surface,,Displacement Delta,,,31,
Displacement Delta Z,-0.059,-0.059,-0.059,0.000,-0.059,-0.059,-0.059,-0.059,1,µm,Surface,,Displacement Delta,,,32,
Displacement Delta Z,0.229,0.229,0.229,0.000,0.229,0.229,0.229,0.229,1,µm,Surface,,Displacement Delta,,,33,
Displacement Delta Z,0.007,0.007,0.007,0.000,0.007,0.007,0.007,0.007,1,µm,Surface,,Displacement Delta,,,34,
Displacement Delta Z,-0.331,-0.331,-0.331,0.000,-0.331,-0.331,-0.331,-0.331,1,µm,Surface,,Displacement Delta,,,35,
Displacement Delta Z,0.354,0.354,0.354,0.000,0.354,0.354,0.354,0.354,1,µm,Surface,,Displacement Delta,,,36,
Displacement Delta Z,0.689,0.689,0.689,0.000,0.689,0.689,0.689,0.689,1,µm,Surface,,Displacement Delta,,,37,
Displacement Delta Z,0.005,0.005,0.005,0.000,0.005,0.005,0.005,0.005,1,µm,Surface,,Displacement Delta,,,38,
Displacement Delta Z,0.176,0.176,0.176,0.000,0.176,0.176,0.176,0.176,1,µm,Surface,,Displacement Delta,,,39,
Displacement Delta Z,-0.324,-0.324,-0.324,0.000,-0.324,-0.324,-0.324,-0.324,1,µm,Surface,,Displacement Delta,,,40,
Displacement Delta Z,0.215,0.215,0.215,0.000,0.215,0.215,0.215,0.215,1,µm,Surface,,Displacement Delta,,,41,
Displacement Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,29,
Displacement Length,2.272,2.272,2.272,0.000,2.272,2.272,2.272,2.272,1,µm,Surface,,,,,30,
Displacement Length,2.675,2.675,2.675,0.000,2.675,2.675,2.675,2.675,1,µm,Surface,,,,,31,
Displacement Length,1.680,1.680,1.680,0.000,1.680,1.680,1.680,1.680,1,µm,Surface,,,,,32,
Displacement Length,2.319,2.319,2.319,0.000,2.319,2.319,2.319,2.319,1,µm,Surface,,,,,33,
Displacement Length,2.299,2.299,2.299,0.000,2.299,2.299,2.299,2.299,1,µm,Surface,,,,,34,
Displacement Length,2.544,2.544,2.544,0.000,2.544,2.544,2.544,2.544,1,µm,Surface,,,,,35,
Displacement Length,2.554,2.554,2.554,0.000,2.554,2.554,2.554,2.554,1,µm,Surface,,,,,36,
Displacement Length,2.744,2.744,2.744,0.000,2.744,2.744,2.744,2.744,1,µm,Surface,,,,,37,
Displacement Length,2.646,2.646,2.646,0.000,2.646,2.646,2.646,2.646,1,µm,Surface,,,,,38,
Displacement Length,2.807,2.807,2.807,0.000,2.807,2.807,2.807,2.807,1,µm,Surface,,,,,39,
Displacement Length,2.234,2.234,2.234,0.000,2.234,2.234,2.234,2.234,1,µm,Surface,,,,,40,
Displacement Length,2.463,2.463,2.463,0.000,2.463,2.463,2.463,2.463,1,µm,Surface,,,,,41,
Distance from Origin,9055.848,9055.848,9055.848,0.000,9055.848,9055.848,9055.848,9055.848,1,µm,Surface,,Distance from Origin,,,27,
Distance from Origin,9054.181,9054.181,9054.181,0.000,9054.181,9054.181,9054.181,9054.181,1,µm,Surface,,Distance from Origin,,,29,
Distance from Origin,9054.265,9054.265,9054.265,0.000,9054.265,9054.265,9054.265,9054.265,1,µm,Surface,,Distance from Origin,,,30,
Distance from Origin,9054.541,9054.541,9054.541,0.000,9054.541,9054.541,9054.541,9054.541,1,µm,Surface,,Distance from Origin,,,31,
Distance from Origin,9054.737,9054.737,9054.737,0.000,9054.737,9054.737,9054.737,9054.737,1,µm,Surface,,Distance from Origin,,,32,
Distance from Origin,9054.793,9054.793,9054.793,0.000,9054.793,9054.793,9054.793,9054.793,1,µm,Surface,,Distance from Origin,,,33,
Distance from Origin,9054.800,9054.800,9054.800,0.000,9054.800,9054.800,9054.800,9054.800,1,µm,Surface,,Distance from Origin,,,34,
Distance from Origin,9054.377,9054.377,9054.377,0.000,9054.377,9054.377,9054.377,9054.377,1,µm,Surface,,Distance from Origin,,,35,
Distance from Origin,9054.750,9054.750,9054.750,0.000,9054.750,9054.750,9054.750,9054.750,1,µm,Surface,,Distance from Origin,,,36,
Distance from Origin,9055.481,9055.481,9055.481,0.000,9055.481,9055.481,9055.481,9055.481,1,µm,Surface,,Distance from Origin,,,37,
Distance from Origin,9055.509,9055.509,9055.509,0.000,9055.509,9055.509,9055.509,9055.509,1,µm,Surface,,Distance from Origin,,,38,
Distance from Origin,9055.753,9055.753,9055.753,0.000,9055.753,9055.753,9055.753,9055.753,1,µm,Surface,,Distance from Origin,,,39,
Distance from Origin,9055.483,9055.483,9055.483,0.000,9055.483,9055.483,9055.483,9055.483,1,µm,Surface,,Distance from Origin,,,40,
Distance from Origin,9055.704,9055.704,9055.704,0.000,9055.704,9055.704,9055.704,9055.704,1,µm,Surface,,Distance from Origin,,,41,
Distance to Image Border XY,25.182,25.182,25.182,0.000,25.182,25.182,25.182,25.182,1,µm,Surface,,,Image 1,,27,
Distance to Image Border XY,21.641,21.641,21.641,0.000,21.641,21.641,21.641,21.641,1,µm,Surface,,,Image 1,,29,
Distance to Image Border XY,19.537,19.537,19.537,0.000,19.537,19.537,19.537,19.537,1,µm,Surface,,,Image 1,,30,
Distance to Image Border XY,19.397,19.397,19.397,0.000,19.397,19.397,19.397,19.397,1,µm,Surface,,,Image 1,,31,
Distance to Image Border XY,20.241,20.241,20.241,0.000,20.241,20.241,20.241,20.241,1,µm,Surface,,,Image 1,,32,
Distance to Image Border XY,19.469,19.469,19.469,0.000,19.469,19.469,19.469,19.469,1,µm,Surface,,,Image 1,,33,
Distance to Image Border XY,19.333,19.333,19.333,0.000,19.333,19.333,19.333,19.333,1,µm,Surface,,,Image 1,,34,
Distance to Image Border XY,18.645,18.645,18.645,0.000,18.645,18.645,18.645,18.645,1,µm,Surface,,,Image 1,,35,
Distance to Image Border XY,18.670,18.670,18.670,0.000,18.670,18.670,18.670,18.670,1,µm,Surface,,,Image 1,,36,
Distance to Image Border XY,19.069,19.069,19.069,0.000,19.069,19.069,19.069,19.069,1,µm,Surface,,,Image 1,,37,
Distance to Image Border XY,18.981,18.981,18.981,0.000,18.981,18.981,18.981,18.981,1,µm,Surface,,,Image 1,,38,
Distance to Image Border XY,19.579,19.579,19.579,0.000,19.579,19.579,19.579,19.579,1,µm,Surface,,,Image 1,,39,
Distance to Image Border XY,19.600,19.600,19.600,0.000,19.600,19.600,19.600,19.600,1,µm,Surface,,,Image 1,,40,
Distance to Image Border XY,19.741,19.741,19.741,0.000,19.741,19.741,19.741,19.741,1,µm,Surface,,,Image 1,,41,
Ellipticity (oblate),0.380,0.380,0.380,0.000,0.380,0.380,0.380,0.380,1,,Surface,,,,,27,
Ellipticity (oblate),0.184,0.184,0.184,0.000,0.184,0.184,0.184,0.184,1,,Surface,,,,,29,
