
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,78.296,78.296,78.296,0.000,78.296,78.296,78.296,78.296,1,µm^2,Surface,,,,,25,
Area,98.860,98.860,98.860,0.000,98.860,98.860,98.860,98.860,1,µm^2,Surface,,,,,26,
Area,115.477,115.477,115.477,0.000,115.477,115.477,115.477,115.477,1,µm^2,Surface,,,,,27,
Area,126.936,126.936,126.936,0.000,126.936,126.936,126.936,126.936,1,µm^2,Surface,,,,,28,
Area,133.914,133.914,133.914,0.000,133.914,133.914,133.914,133.914,1,µm^2,Surface,,,,,29,
Area,135.582,135.582,135.582,0.000,135.582,135.582,135.582,135.582,1,µm^2,Surface,,,,,30,
Area,133.809,133.809,133.809,0.000,133.809,133.809,133.809,133.809,1,µm^2,Surface,,,,,31,
Area,126.081,126.081,126.081,0.000,126.081,126.081,126.081,126.081,1,µm^2,Surface,,,,,32,
Area,130.034,130.034,130.034,0.000,130.034,130.034,130.034,130.034,1,µm^2,Surface,,,,,33,
Area,133.457,133.457,133.457,0.000,133.457,133.457,133.457,133.457,1,µm^2,Surface,,,,,34,
Area,134.666,134.666,134.666,0.000,134.666,134.666,134.666,134.666,1,µm^2,Surface,,,,,35,
Area,108.220,108.220,108.220,0.000,108.220,108.220,108.220,108.220,1,µm^2,Surface,,,,,36,
Area,120.378,120.378,120.378,0.000,120.378,120.378,120.378,120.378,1,µm^2,Surface,,,,,37,
Area,124.484,124.484,124.484,0.000,124.484,124.484,124.484,124.484,1,µm^2,Surface,,,,,38,
Area,92.885,92.885,92.885,0.000,92.885,92.885,92.885,92.885,1,µm^2,Surface,,,,,39,
Area,80.790,80.790,80.790,0.000,80.790,80.790,80.790,80.790,1,µm^2,Surface,,,,,40,
Area,73.656,73.656,73.656,0.000,73.656,73.656,73.656,73.656,1,µm^2,Surface,,,,,41,
Area,61.923,61.923,61.923,0.000,61.923,61.923,61.923,61.923,1,µm^2,Surface,,,,,42,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,25,
Displacement Delta Length,1.927,1.927,1.927,0.000,1.927,1.927,1.927,1.927,1,µm,Surface,,,,,26,
Displacement Delta Length,0.939,0.939,0.939,0.000,0.939,0.939,0.939,0.939,1,µm,Surface,,,,,27,
Displacement Delta Length,1.198,1.198,1.198,0.000,1.198,1.198,1.198,1.198,1,µm,Surface,,,,,28,
Displacement Delta Length,1.175,1.175,1.175,0.000,1.175,1.175,1.175,1.175,1,µm,Surface,,,,,29,
Displacement Delta Length,1.545,1.545,1.545,0.000,1.545,1.545,1.545,1.545,1,µm,Surface,,,,,30,
Displacement Delta Length,1.419,1.419,1.419,0.000,1.419,1.419,1.419,1.419,1,µm,Surface,,,,,31,
Displacement Delta Length,0.780,0.780,0.780,0.000,0.780,0.780,0.780,0.780,1,µm,Surface,,,,,32,
Displacement Delta Length,0.660,0.660,0.660,0.000,0.660,0.660,0.660,0.660,1,µm,Surface,,,,,33,
Displacement Delta Length,0.819,0.819,0.819,0.000,0.819,0.819,0.819,0.819,1,µm,Surface,,,,,34,
