
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,34.636,34.636,34.636,0.000,34.636,34.636,34.636,34.636,1,µm^2,Surface,,,,,21,
Area,82.292,82.292,82.292,0.000,82.292,82.292,82.292,82.292,1,µm^2,Surface,,,,,22,
Area,124.186,124.186,124.186,0.000,124.186,124.186,124.186,124.186,1,µm^2,Surface,,,,,23,
Area,145.155,145.155,145.155,0.000,145.155,145.155,145.155,145.155,1,µm^2,Surface,,,,,24,
Area,159.203,159.203,159.203,0.000,159.203,159.203,159.203,159.203,1,µm^2,Surface,,,,,25,
Area,166.191,166.191,166.191,0.000,166.191,166.191,166.191,166.191,1,µm^2,Surface,,,,,26,
Area,167.437,167.437,167.437,0.000,167.437,167.437,167.437,167.437,1,µm^2,Surface,,,,,27,
Area,163.066,163.066,163.066,0.000,163.066,163.066,163.066,163.066,1,µm^2,Surface,,,,,28,
Area,185.600,185.600,185.600,0.000,185.600,185.600,185.600,185.600,1,µm^2,Surface,,,,,29,
Area,185.212,185.212,185.212,0.000,185.212,185.212,185.212,185.212,1,µm^2,Surface,,,,,30,
Area,200.799,200.799,200.799,0.000,200.799,200.799,200.799,200.799,1,µm^2,Surface,,,,,31,
Area,47.931,47.931,47.931,0.000,47.931,47.931,47.931,47.931,1,µm^2,Surface,,,,,32,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,21,
Displacement Delta Length,1.259,1.259,1.259,0.000,1.259,1.259,1.259,1.259,1,µm,Surface,,,,,22,
Displacement Delta Length,2.588,2.588,2.588,0.000,2.588,2.588,2.588,2.588,1,µm,Surface,,,,,23,
Displacement Delta Length,2.032,2.032,2.032,0.000,2.032,2.032,2.032,2.032,1,µm,Surface,,,,,24,
Displacement Delta Length,2.911,2.911,2.911,0.000,2.911,2.911,2.911,2.911,1,µm,Surface,,,,,25,
Displacement Delta Length,2.617,2.617,2.617,0.000,2.617,2.617,2.617,2.617,1,µm,Surface,,,,,26,
Displacement Delta Length,1.764,1.764,1.764,0.000,1.764,1.764,1.764,1.764,1,µm,Surface,,,,,27,
Displacement Delta Length,0.623,0.623,0.623,0.000,0.623,0.623,0.623,0.623,1,µm,Surface,,,,,28,
Displacement Delta Length,2.120,2.120,2.120,0.000,2.120,2.120,2.120,2.120,1,µm,Surface,,,,,29,
Displacement Delta Length,0.736,0.736,0.736,0.000,0.736,0.736,0.736,0.736,1,µm,Surface,,,,,30,
Displacement Delta Length,0.773,0.773,0.773,0.000,0.773,0.773,0.773,0.773,1,µm,Surface,,,,,31,
Displacement Delta Length,1.924,1.924,1.924,0.000,1.924,1.924,1.924,1.924,1,µm,Surface,,,,,32,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,21,
Displacement Delta X,0.073,0.073,0.073,0.000,0.073,0.073,0.073,0.073,1,µm,Surface,,Displacement Delta,,,22,
Displacement Delta X,1.590,1.590,1.590,0.000,1.590,1.590,1.590,1.590,1,µm,Surface,,Displacement Delta,,,23,
Displacement Delta X,2.001,2.001,2.001,0.000,2.001,2.001,2.001,2.001,1,µm,Surface,,Displacement Delta,,,24,
Displacement Delta X,1.892,1.892,1.892,0.000,1.892,1.892,1.892,1.892,1,µm,Surface,,Displacement Delta,,,25,
Displacement Delta X,2.110,2.110,2.110,0.000,2.110,2.110,2.110,2.110,1,µm,Surface,,Displacement Delta,,,26,
Displacement Delta X,1.454,1.454,1.454,0.000,1.454,1.454,1.454,1.454,1,µm,Surface,,Displacement Delta,,,27,
Displacement Delta X,0.183,0.183,0.183,0.000,0.183,0.183,0.183,0.183,1,µm,Surface,,Displacement Delta,,,28,
Displacement Delta X,-1.559,-1.559,-1.559,0.000,-1.559,-1.559,-1.559,-1.559,1,µm,Surface,,Displacement Delta,,,29,
Displacement Delta X,-0.702,-0.702,-0.702,0.000,-0.702,-0.702,-0.702,-0.702,1,µm,Surface,,Displacement Delta,,,30,
Displacement Delta X,0.194,0.194,0.194,0.000,0.194,0.194,0.194,0.194,1,µm,Surface,,Displacement Delta,,,31,
Displacement Delta X,0.198,0.198,0.198,0.000,0.198,0.198,0.198,0.198,1,µm,Surface,,Displacement Delta,,,32,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,21,
Displacement Delta Y,-0.903,-0.903,-0.903,0.000,-0.903,-0.903,-0.903,-0.903,1,µm,Surface,,Displacement Delta,,,22,
Displacement Delta Y,-0.979,-0.979,-0.979,0.000,-0.979,-0.979,-0.979,-0.979,1,µm,Surface,,Displacement Delta,,,23,
Displacement Delta Y,0.239,0.239,0.239,0.000,0.239,0.239,0.239,0.239,1,µm,Surface,,Displacement Delta,,,24,
Displacement Delta Y,2.043,2.043,2.043,0.000,2.043,2.043,2.043,2.043,1,µm,Surface,,Displacement Delta,,,25,
Displacement Delta Y,0.945,0.945,0.945,0.000,0.945,0.945,0.945,0.945,1,µm,Surface,,Displacement Delta,,,26,
Displacement Delta Y,-0.258,-0.258,-0.258,0.000,-0.258,-0.258,-0.258,-0.258,1,µm,Surface,,Displacement Delta,,,27,
