nucleus,Variable,Value,Unit,Class,Time,ID,Unnamed: 6
ABpr,Number of Spots per Time Point,0,,,41,,
ABpr,Number of Spots per Time Point,0,,,42,,
ABpr,Number of Spots per Time Point,0,,,43,,
ABpr,Number of Spots per Time Point,0,,,44,,
ABpr,Number of Spots per Time Point,0,,,45,,
ABpr,Number of Spots per Time Point,0,,,46,,
ABpr,Number of Spots per Time Point,0,,,47,,
ABpr,Number of Spots per Time Point,0,,,48,,
ABpr,Number of Spots per Time Point,0,,,49,,
ABpr,Number of Spots per Time Point,0,,,50,,
ABpr,Number of Spots per Time Point,0,,,51,,
ABpr,Number of Spots per Time Point,0,,,52,,
ABpr,Number of Spots per Time Point,0,,,53,,
ABpr,Number of Spots per Time Point,0,,,54,,
ABpr,Number of Spots per Time Point,0,,,55,,
ABpr,Number of Spots per Time Point,0,,,56,,
ABpr,Number of Spots per Time Point,0,,,57,,
ABpr,Number of Spots per Time Point,1,,,58,,
ABpr,Number of Spots per Time Point,1,,,59,,
ABpr,Number of Spots per Time Point,1,,,60,,
ABpr,Number of Spots per Time Point,1,,,61,,
ABpr,Number of Spots per Time Point,1,,,62,,
ABpr,Number of Spots per Time Point,1,,,63,,
ABpr,Number of Spots per Time Point,2,,,64,,
ABpr,Number of Spots per Time Point,2,,,65,,
ABpr,Number of Spots per Time Point,2,,,66,,
ABpr,Number of Spots per Time Point,2,,,67,,
ABpr,Number of Spots per Time Point,2,,,68,,
ABpr,Number of Spots per Time Point,2,,,69,,
ABpr,Number of Spots per Time Point,2,,,70,,
ABpr,Number of Spots per Time Point,2,,,71,,
ABpr,Number of Spots per Time Point,2,,,72,,
ABpr,Number of Spots per Time Point,2,,,73,,
ABpr,Number of Spots per Time Point,2,,,74,,
ABpr,Number of Spots per Time Point,2,,,75,,
ABpr,Number of Spots per Time Point,2,,,76,,
ABpr,Number of Spots per Time Point,2,,,77,,
ABpr,Number of Spots per Time Point,2,,,78,,
ABpr,Number of Spots per Time Point,2,,,79,,
ABpr,Number of Spots per Time Point,2,,,80,,
ABpr,Number of Spots per Time Point,2,,,81,,
ABpr,Number of Spots per Time Point,2,,,82,,
ABpr,Number of Spots per Time Point,2,,,83,,
ABpr,Number of Spots per Time Point,2,,,84,,
ABpr,Number of Spots per Time Point,2,,,85,,
ABpr,Number of Spots per Time Point,2,,,86,,
ABpr,Number of Spots per Time Point,2,,,87,,
ABpr,Number of Spots per Time Point,2,,,88,,
ABpr,Number of Spots per Time Point,2,,,89,,
ABpr,Number of Spots per Time Point,2,,,90,,
ABpr,Number of Spots per Time Point,2,,,91,,
ABpr,Number of Spots per Time Point,2,,,92,,
ABpr,Number of Spots per Time Point,2,,,93,,
ABpr,Number of Spots per Time Point,2,,,94,,
ABpr,Number of Spots per Time Point,2,,,95,,
ABpr,Number of Spots per Time Point,2,,,96,,
ABpr,Number of Spots per Time Point,2,,,97,,
ABpr,Number of Spots per Time Point,2,,,98,,
ABpr,Number of Spots per Time Point,2,,,99,,
ABpr,Number of Spots per Time Point,2,,,100,,
ABpr,Number of Spots per Time Point,2,,,101,,
ABpr,Number of Spots per Time Point,2,,,102,,
ABpr,Number of Spots per Time Point,2,,,103,,
ABpr,Number of Spots per Time Point,2,,,104,,
ABpr,Number of Spots per Time Point,2,,,105,,
ABpr,Number of Spots per Time Point,2,,,106,,
ABpr,Number of Spots per Time Point,2,,,107,,
ABpr,Number of Spots per Time Point,2,,,108,,
ABpr,Number of Spots per Time Point,2,,,109,,
ABpr,Number of Spots per Time Point,2,,,110,,
ABpr,Number of Spots per Time Point,2,,,111,,
ABpr,Number of Spots per Time Point,2,,,112,,
ABpr,Number of Spots per Time Point,2,,,113,,
ABpr,Number of Spots per Time Point,2,,,114,,
ABpr,Number of Spots per Time Point,2,,,115,,
ABpr,Number of Spots per Time Point,2,,,116,,
ABpr,Number of Spots per Time Point,2,,,117,,
ABpr,Number of Spots per Time Point,2,,,118,,
ABpr,Number of Spots per Time Point,2,,,119,,
ABpr,Number of Spots per Time Point,2,,,120,,
ABpr,Number of Spots per Time Point,2,,,121,,
ABpr,Number of Spots per Time Point,2,,,122,,
ABpr,Number of Spots per Time Point,2,,,123,,
ABpr,Number of Spots per Time Point,2,,,124,,
ABpr,Number of Spots per Time Point,2,,,125,,
ABpr,Number of Spots per Time Point,2,,,126,,
ABpr,Number of Spots per Time Point,2,,,127,,
ABpr,Number of Spots per Time Point,2,,,128,,
ABpr,Number of Spots per Time Point,2,,,129,,
ABpr,Number of Spots per Time Point,2,,,130,,
ABpr,Number of Spots per Time Point,2,,,131,,
ABpr,Number of Spots per Time Point,2,,,132,,
ABpr,Number of Spots per Time Point,2,,,133,,
ABpr,Number of Spots per Time Point,2,,,134,,
ABpr,Number of Spots per Time Point,2,,,135,,
ABpr,Number of Spots per Time Point,2,,,136,,
ABpr,Number of Spots per Time Point,2,,,137,,
ABpr,Number of Spots per Time Point,2,,,138,,
ABpr,Number of Spots per Time Point,2,,,139,,
ABpr,Number of Spots per Time Point,2,,,140,,
ABpr,Number of Spots per Time Point,2,,,141,,
ABpr,Number of Spots per Time Point,2,,,142,,
ABpr,Number of Spots per Time Point,2,,,143,,
ABpr,Number of Spots per Time Point,2,,,144,,
ABpr,Number of Spots per Time Point,2,,,145,,
ABpr,Number of Spots per Time Point,2,,,146,,
ABpr,Number of Spots per Time Point,2,,,147,,
ABpr,Number of Spots per Time Point,2,,,148,,
ABpr,Number of Spots per Time Point,2,,,149,,
ABpr,Number of Spots per Time Point,2,,,150,,
ABpr,Number of Spots per Time Point,2,,,151,,
ABpr,Number of Spots per Time Point,2,,,152,,
ABpr,Number of Spots per Time Point,2,,,153,,
ABpr,Number of Spots per Time Point,2,,,154,,
ABpr,Number of Spots per Time Point,2,,,155,,
ABpr,Number of Spots per Time Point,2,,,156,,
ABpr,Number of Spots per Time Point,2,,,157,,
ABpr,Number of Spots per Time Point,2,,,158,,
ABpr,Number of Spots per Time Point,2,,,159,,
ABpr,Number of Spots per Time Point,2,,,160,,
ABpr,Number of Spots per Time Point,2,,,161,,
ABpr,Number of Spots per Time Point,2,,,162,,
ABpr,Number of Spots per Time Point,2,,,163,,
ABpr,Number of Spots per Time Point,2,,,164,,
ABpr,Number of Spots per Time Point,2,,,165,,
ABpr,Number of Spots per Time Point,2,,,166,,
ABpr,Number of Spots per Time Point,2,,,167,,
ABpr,Number of Spots per Time Point,2,,,168,,
ABpr,Number of Spots per Time Point,2,,,169,,
ABpr,Number of Spots per Time Point,2,,,170,,
ABpr,Number of Spots per Time Point,2,,,171,,
ABpr,Number of Spots per Time Point,2,,,172,,
ABpr,Number of Spots per Time Point,2,,,173,,
ABpr,Number of Spots per Time Point,0,,,174,,
ABpr,Number of Spots per Time Point,0,,,175,,
ABpr,Number of Spots per Time Point,0,,,176,,
ABpr,Number of Spots per Time Point,0,,,177,,
ABpr,Number of Spots per Time Point,0,,,178,,
ABpr,Number of Spots per Time Point,0,,,179,,
ABpr,Number of Spots per Time Point,0,,,180,,
ABpr,Number of Spots per Time Point,0,,,181,,
ABpr,Number of Spots per Time Point,0,,,182,,
ABpr,Number of Spots per Time Point,0,,,183,,
ABpr,Number of Spots per Time Point,0,,,184,,
ABpr,Number of Spots per Time Point,0,,,185,,
ABpr,Number of Spots per Time Point,0,,,186,,
ABpr,Number of Spots per Time Point,0,,,187,,
ABpr,Number of Spots per Time Point,0,,,188,,
ABpr,Number of Spots per Time Point,0,,,189,,
ABpr,Number of Spots per Time Point,0,,,190,,
ABpr,Number of Spots per Time Point,0,,,191,,
ABpr,Number of Spots per Time Point,0,,,192,,
ABpr,Number of Spots per Time Point,0,,,193,,
ABpr,Number of Spots per Time Point,0,,,194,,
ABpr,Number of Spots per Time Point,0,,,195,,
ABpr,Number of Spots per Time Point,0,,,196,,
ABpr,Number of Spots per Time Point,0,,,197,,
ABpr,Number of Spots per Time Point,0,,,198,,
ABpr,Number of Spots per Time Point,0,,,199,,
ABpr,Number of Spots per Time Point,0,,,200,,
E,Number of Spots per Time Point,0,,,1,,
E,Number of Spots per Time Point,0,,,2,,
E,Number of Spots per Time Point,0,,,3,,
E,Number of Spots per Time Point,0,,,4,,
E,Number of Spots per Time Point,0,,,5,,
E,Number of Spots per Time Point,0,,,6,,
E,Number of Spots per Time Point,0,,,7,,
E,Number of Spots per Time Point,0,,,8,,
E,Number of Spots per Time Point,0,,,9,,
E,Number of Spots per Time Point,0,,,10,,
E,Number of Spots per Time Point,0,,,11,,
E,Number of Spots per Time Point,0,,,12,,
E,Number of Spots per Time Point,0,,,13,,
E,Number of Spots per Time Point,0,,,14,,
E,Number of Spots per Time Point,0,,,15,,
E,Number of Spots per Time Point,0,,,16,,
E,Number of Spots per Time Point,0,,,17,,
E,Number of Spots per Time Point,0,,,18,,
E,Number of Spots per Time Point,0,,,19,,
E,Number of Spots per Time Point,0,,,20,,
E,Number of Spots per Time Point,0,,,21,,
E,Number of Spots per Time Point,0,,,22,,
E,Number of Spots per Time Point,0,,,23,,
E,Number of Spots per Time Point,0,,,24,,
E,Number of Spots per Time Point,0,,,25,,
E,Number of Spots per Time Point,0,,,26,,
E,Number of Spots per Time Point,0,,,27,,
E,Number of Spots per Time Point,0,,,28,,
E,Number of Spots per Time Point,0,,,29,,
E,Number of Spots per Time Point,0,,,30,,
E,Number of Spots per Time Point,0,,,31,,
E,Number of Spots per Time Point,0,,,32,,
E,Number of Spots per Time Point,0,,,33,,
E,Number of Spots per Time Point,0,,,34,,
E,Number of Spots per Time Point,0,,,35,,
E,Number of Spots per Time Point,0,,,36,,
E,Number of Spots per Time Point,0,,,37,,
E,Number of Spots per Time Point,0,,,38,,
E,Number of Spots per Time Point,0,,,39,,
E,Number of Spots per Time Point,0,,,40,,
E,Number of Spots per Time Point,0,,,41,,
E,Number of Spots per Time Point,0,,,42,,
E,Number of Spots per Time Point,0,,,43,,
E,Number of Spots per Time Point,2,,,44,,
E,Number of Spots per Time Point,2,,,45,,
E,Number of Spots per Time Point,2,,,46,,
E,Number of Spots per Time Point,2,,,47,,
E,Number of Spots per Time Point,2,,,48,,
E,Number of Spots per Time Point,2,,,49,,
E,Number of Spots per Time Point,2,,,50,,
E,Number of Spots per Time Point,2,,,51,,
E,Number of Spots per Time Point,2,,,52,,
E,Number of Spots per Time Point,2,,,53,,
E,Number of Spots per Time Point,1,,,54,,
E,Number of Spots per Time Point,1,,,55,,
E,Number of Spots per Time Point,0,,,56,,
E,Number of Spots per Time Point,0,,,57,,
E,Number of Spots per Time Point,0,,,58,,
E,Number of Spots per Time Point,0,,,59,,
E,Number of Spots per Time Point,0,,,60,,
E,Number of Spots per Time Point,0,,,61,,
E,Number of Spots per Time Point,0,,,62,,
E,Number of Spots per Time Point,0,,,63,,
E,Number of Spots per Time Point,0,,,64,,
E,Number of Spots per Time Point,0,,,65,,
E,Number of Spots per Time Point,0,,,66,,
E,Number of Spots per Time Point,0,,,67,,
E,Number of Spots per Time Point,0,,,68,,
E,Number of Spots per Time Point,0,,,69,,
E,Number of Spots per Time Point,0,,,70,,
E,Number of Spots per Time Point,0,,,71,,
E,Number of Spots per Time Point,0,,,72,,
E,Number of Spots per Time Point,0,,,73,,
E,Number of Spots per Time Point,0,,,74,,
E,Number of Spots per Time Point,0,,,75,,
E,Number of Spots per Time Point,0,,,76,,
E,Number of Spots per Time Point,0,,,77,,
E,Number of Spots per Time Point,0,,,78,,
E,Number of Spots per Time Point,0,,,79,,
E,Number of Spots per Time Point,0,,,80,,
E,Number of Spots per Time Point,0,,,81,,
E,Number of Spots per Time Point,0,,,82,,
E,Number of Spots per Time Point,0,,,83,,
E,Number of Spots per Time Point,0,,,84,,
E,Number of Spots per Time Point,0,,,85,,
E,Number of Spots per Time Point,0,,,86,,
E,Number of Spots per Time Point,0,,,87,,
E,Number of Spots per Time Point,0,,,88,,
E,Number of Spots per Time Point,0,,,89,,
E,Number of Spots per Time Point,0,,,90,,
E,Number of Spots per Time Point,0,,,91,,
E,Number of Spots per Time Point,0,,,92,,
E,Number of Spots per Time Point,0,,,93,,
E,Number of Spots per Time Point,0,,,94,,
E,Number of Spots per Time Point,0,,,95,,
E,Number of Spots per Time Point,0,,,96,,
E,Number of Spots per Time Point,0,,,97,,
E,Number of Spots per Time Point,0,,,98,,
E,Number of Spots per Time Point,0,,,99,,
E,Number of Spots per Time Point,0,,,100,,
E,Number of Spots per Time Point,0,,,101,,
E,Number of Spots per Time Point,0,,,102,,
E,Number of Spots per Time Point,0,,,103,,
E,Number of Spots per Time Point,0,,,104,,
E,Number of Spots per Time Point,0,,,105,,
E,Number of Spots per Time Point,0,,,106,,
E,Number of Spots per Time Point,0,,,107,,
E,Number of Spots per Time Point,0,,,108,,
E,Number of Spots per Time Point,0,,,109,,
E,Number of Spots per Time Point,0,,,110,,
E,Number of Spots per Time Point,0,,,111,,
E,Number of Spots per Time Point,0,,,112,,
E,Number of Spots per Time Point,0,,,113,,
E,Number of Spots per Time Point,0,,,114,,
E,Number of Spots per Time Point,0,,,115,,
E,Number of Spots per Time Point,0,,,116,,
E,Number of Spots per Time Point,0,,,117,,
E,Number of Spots per Time Point,0,,,118,,
E,Number of Spots per Time Point,0,,,119,,
E,Number of Spots per Time Point,0,,,120,,
E,Number of Spots per Time Point,0,,,121,,
E,Number of Spots per Time Point,0,,,122,,
E,Number of Spots per Time Point,0,,,123,,
E,Number of Spots per Time Point,0,,,124,,
E,Number of Spots per Time Point,0,,,125,,
E,Number of Spots per Time Point,0,,,126,,
E,Number of Spots per Time Point,0,,,127,,
E,Number of Spots per Time Point,0,,,128,,
E,Number of Spots per Time Point,0,,,129,,
E,Number of Spots per Time Point,0,,,130,,
E,Number of Spots per Time Point,0,,,131,,
E,Number of Spots per Time Point,0,,,132,,
E,Number of Spots per Time Point,0,,,133,,
E,Number of Spots per Time Point,0,,,134,,
E,Number of Spots per Time Point,0,,,135,,
E,Number of Spots per Time Point,0,,,136,,
E,Number of Spots per Time Point,0,,,137,,
E,Number of Spots per Time Point,0,,,138,,
E,Number of Spots per Time Point,0,,,139,,
E,Number of Spots per Time Point,0,,,140,,
E,Number of Spots per Time Point,0,,,141,,
E,Number of Spots per Time Point,0,,,142,,
E,Number of Spots per Time Point,0,,,143,,
E,Number of Spots per Time Point,0,,,144,,
E,Number of Spots per Time Point,0,,,145,,
E,Number of Spots per Time Point,0,,,146,,
E,Number of Spots per Time Point,0,,,147,,
E,Number of Spots per Time Point,0,,,148,,
E,Number of Spots per Time Point,0,,,149,,
E,Number of Spots per Time Point,0,,,150,,
E,Number of Spots per Time Point,0,,,151,,
E,Number of Spots per Time Point,0,,,152,,
E,Number of Spots per Time Point,0,,,153,,
E,Number of Spots per Time Point,0,,,154,,
E,Number of Spots per Time Point,0,,,155,,
E,Number of Spots per Time Point,0,,,156,,
E,Number of Spots per Time Point,0,,,157,,
E,Number of Spots per Time Point,0,,,158,,
E,Number of Spots per Time Point,0,,,159,,
E,Number of Spots per Time Point,0,,,160,,
E,Number of Spots per Time Point,0,,,161,,
E,Number of Spots per Time Point,0,,,162,,
E,Number of Spots per Time Point,0,,,163,,
E,Number of Spots per Time Point,0,,,164,,
E,Number of Spots per Time Point,0,,,165,,
E,Number of Spots per Time Point,0,,,166,,
E,Number of Spots per Time Point,0,,,167,,
E,Number of Spots per Time Point,0,,,168,,
E,Number of Spots per Time Point,0,,,169,,
E,Number of Spots per Time Point,0,,,170,,
E,Number of Spots per Time Point,0,,,171,,
E,Number of Spots per Time Point,0,,,172,,
E,Number of Spots per Time Point,0,,,173,,
E,Number of Spots per Time Point,0,,,174,,
E,Number of Spots per Time Point,0,,,175,,
E,Number of Spots per Time Point,0,,,176,,
E,Number of Spots per Time Point,0,,,177,,
E,Number of Spots per Time Point,0,,,178,,
E,Number of Spots per Time Point,0,,,179,,
E,Number of Spots per Time Point,0,,,180,,
E,Number of Spots per Time Point,0,,,181,,
E,Number of Spots per Time Point,0,,,182,,
E,Number of Spots per Time Point,0,,,183,,
E,Number of Spots per Time Point,0,,,184,,
E,Number of Spots per Time Point,0,,,185,,
E,Number of Spots per Time Point,0,,,186,,
E,Number of Spots per Time Point,0,,,187,,
E,Number of Spots per Time Point,0,,,188,,
E,Number of Spots per Time Point,0,,,189,,
E,Number of Spots per Time Point,0,,,190,,
E,Number of Spots per Time Point,0,,,191,,
E,Number of Spots per Time Point,0,,,192,,
E,Number of Spots per Time Point,0,,,193,,
E,Number of Spots per Time Point,0,,,194,,
E,Number of Spots per Time Point,0,,,195,,
E,Number of Spots per Time Point,0,,,196,,
E,Number of Spots per Time Point,0,,,197,,
E,Number of Spots per Time Point,0,,,198,,
E,Number of Spots per Time Point,0,,,199,,
E,Number of Spots per Time Point,0,,,200,,
MS,Number of Spots per Time Point,1,,,42,,
MS,Number of Spots per Time Point,2,,,43,,
MS,Number of Spots per Time Point,2,,,44,,
MS,Number of Spots per Time Point,2,,,45,,
MS,Number of Spots per Time Point,2,,,46,,
MS,Number of Spots per Time Point,2,,,47,,
MS,Number of Spots per Time Point,2,,,48,,
MS,Number of Spots per Time Point,2,,,49,,
MS,Number of Spots per Time Point,2,,,50,,
MS,Number of Spots per Time Point,1,,,51,,
MS,Number of Spots per Time Point,1,,,52,,
P3,Number of Spots per Time Point,2,,,44,,
P3,Number of Spots per Time Point,2,,,45,,
P3,Number of Spots per Time Point,1,,,46,,
P3,Number of Spots per Time Point,2,,,47,,
P3,Number of Spots per Time Point,1,,,66,,
P3,Number of Spots per Time Point,1,,,67,,
P3,Number of Spots per Time Point,1,,,68,,
P3,Number of Spots per Time Point,1,,,69,,
P3,Number of Spots per Time Point,1,,,70,,
P3,Number of Spots per Time Point,1,,,71,,
P3,Number of Spots per Time Point,1,,,72,,
P3,Number of Spots per Time Point,1,,,73,,
P3,Number of Spots per Time Point,1,,,74,,
P3,Number of Spots per Time Point,2,,,75,,
P3,Number of Spots per Time Point,2,,,76,,
P3,Number of Spots per Time Point,1,,,77,,
P3,Number of Spots per Time Point,2,,,78,,
P3,Number of Spots per Time Point,2,,,79,,
P3,Number of Spots per Time Point,2,,,80,,
P3,Number of Spots per Time Point,1,,,81,,
P3,Number of Spots per Time Point,1,,,82,,
P3,Number of Spots per Time Point,1,,,83,,
P3,Number of Spots per Time Point,1,,,84,,
P3,Number of Spots per Time Point,1,,,85,,
P3,Number of Spots per Time Point,1,,,86,,
P3,Number of Spots per Time Point,1,,,87,,
P3,Number of Spots per Time Point,1,,,88,,
P3,Number of Spots per Time Point,1,,,89,,
P3,Number of Spots per Time Point,1,,,90,,
P3,Number of Spots per Time Point,1,,,91,,
P3,Number of Spots per Time Point,1,,,92,,
P3,Number of Spots per Time Point,1,,,93,,
P3,Number of Spots per Time Point,1,,,94,,
P3,Number of Spots per Time Point,1,,,95,,
P3,Number of Spots per Time Point,1,,,96,,
P3,Number of Spots per Time Point,1,,,97,,
P3,Number of Spots per Time Point,1,,,98,,
P3,Number of Spots per Time Point,1,,,99,,
P3,Number of Spots per Time Point,1,,,100,,
P3,Number of Spots per Time Point,2,,,101,,
P3,Number of Spots per Time Point,2,,,102,,
P3,Number of Spots per Time Point,2,,,103,,
P3,Number of Spots per Time Point,1,,,104,,
P3,Number of Spots per Time Point,1,,,105,,
P3,Number of Spots per Time Point,1,,,106,,
P3,Number of Spots per Time Point,1,,,107,,
P3,Number of Spots per Time Point,2,,,108,,
P3,Number of Spots per Time Point,2,,,109,,
P3,Number of Spots per Time Point,2,,,110,,
P3,Number of Spots per Time Point,1,,,111,,
P3,Number of Spots per Time Point,2,,,112,,
P3,Number of Spots per Time Point,2,,,113,,
P3,Number of Spots per Time Point,2,,,114,,
P3,Number of Spots per Time Point,1,,,115,,
P3,Number of Spots per Time Point,2,,,116,,
P3,Number of Spots per Time Point,1,,,117,,
P3,Number of Spots per Time Point,1,,,118,,
P3,Number of Spots per Time Point,2,,,119,,
P3,Number of Spots per Time Point,1,,,120,,
P3,Number of Spots per Time Point,2,,,121,,
P3,Number of Spots per Time Point,1,,,122,,
P3,Number of Spots per Time Point,1,,,123,,
P3,Number of Spots per Time Point,1,,,124,,
P3,Number of Spots per Time Point,1,,,125,,
P3,Number of Spots per Time Point,1,,,126,,
P3,Number of Spots per Time Point,1,,,127,,
P3,Number of Spots per Time Point,2,,,128,,
P3,Number of Spots per Time Point,1,,,129,,
P3,Number of Spots per Time Point,1,,,130,,
P3,Number of Spots per Time Point,2,,,131,,
P3,Number of Spots per Time Point,1,,,132,,
P3,Number of Spots per Time Point,2,,,133,,
P3,Number of Spots per Time Point,2,,,134,,
P3,Number of Spots per Time Point,2,,,135,,
P3,Number of Spots per Time Point,2,,,136,,
P3,Number of Spots per Time Point,2,,,137,,
P3,Number of Spots per Time Point,1,,,138,,
P3,Number of Spots per Time Point,2,,,139,,
P3,Number of Spots per Time Point,2,,,140,,
P3,Number of Spots per Time Point,2,,,141,,
P3,Number of Spots per Time Point,1,,,142,,
P3,Number of Spots per Time Point,2,,,143,,
P3,Number of Spots per Time Point,2,,,144,,
P3,Number of Spots per Time Point,1,,,145,,
P3,Number of Spots per Time Point,2,,,146,,
P3,Number of Spots per Time Point,2,,,147,,
P3,Number of Spots per Time Point,2,,,148,,
P3,Number of Spots per Time Point,1,,,149,,
P3,Number of Spots per Time Point,1,,,150,,
P3,Number of Spots per Time Point,1,,,151,,
P3,Number of Spots per Time Point,1,,,152,,
P3,Number of Spots per Time Point,1,,,153,,
P3,Number of Spots per Time Point,1,,,154,,
P3,Number of Spots per Time Point,1,,,155,,
P3,Number of Spots per Time Point,1,,,156,,
P3,Number of Spots per Time Point,1,,,157,,
P3,Number of Spots per Time Point,2,,,158,,
P3,Number of Spots per Time Point,2,,,159,,
P3,Number of Spots per Time Point,1,,,160,,
P3,Number of Spots per Time Point,2,,,161,,
P3,Number of Spots per Time Point,2,,,162,,
P3,Number of Spots per Time Point,2,,,163,,
P3,Number of Spots per Time Point,1,,,164,,
P3,Number of Spots per Time Point,2,,,165,,
P3,Number of Spots per Time Point,1,,,166,,
P3,Number of Spots per Time Point,1,,,167,,
P3,Number of Spots per Time Point,1,,,168,,
P3,Number of Spots per Time Point,1,,,169,,
P3,Number of Spots per Time Point,1,,,170,,
P3,Number of Spots per Time Point,1,,,171,,
P3,Number of Spots per Time Point,1,,,172,,
P3,Number of Spots per Time Point,1,,,173,,
C,Number of Spots per Time Point,1,,,53,,
C,Number of Spots per Time Point,2,,,54,,
C,Number of Spots per Time Point,2,,,55,,
C,Number of Spots per Time Point,2,,,56,,
C,Number of Spots per Time Point,2,,,57,,
C,Number of Spots per Time Point,2,,,58,,
C,Number of Spots per Time Point,2,,,59,,
C,Number of Spots per Time Point,2,,,60,,
C,Number of Spots per Time Point,2,,,61,,
C,Number of Spots per Time Point,2,,,62,,
C,Number of Spots per Time Point,2,,,63,,
C,Number of Spots per Time Point,2,,,64,,
C,Number of Spots per Time Point,2,,,65,,
C,Number of Spots per Time Point,2,,,66,,
C,Number of Spots per Time Point,2,,,67,,
C,Number of Spots per Time Point,2,,,68,,
C,Number of Spots per Time Point,2,,,69,,
C,Number of Spots per Time Point,2,,,70,,
C,Number of Spots per Time Point,2,,,71,,
C,Number of Spots per Time Point,2,,,72,,
C,Number of Spots per Time Point,2,,,73,,
C,Number of Spots per Time Point,2,,,74,,
C,Number of Spots per Time Point,2,,,75,,
C,Number of Spots per Time Point,2,,,76,,
C,Number of Spots per Time Point,2,,,77,,
C,Number of Spots per Time Point,2,,,78,,
C,Number of Spots per Time Point,1,,,80,,
C,Number of Spots per Time Point,1,,,81,,
