
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time,
Area,125.988,125.988,125.988,0.000,125.988,125.988,125.988,125.988,1,µm^2,Surface,,,,,,10,
Area,138.116,138.116,138.116,0.000,138.116,138.116,138.116,138.116,1,µm^2,Surface,,,,,,11,
Area,155.173,155.173,155.173,0.000,155.173,155.173,155.173,155.173,1,µm^2,Surface,,,,,,12,
Area,191.472,191.472,191.472,0.000,191.472,191.472,191.472,191.472,1,µm^2,Surface,,,,,,13,
Area,199.783,199.783,199.783,0.000,199.783,199.783,199.783,199.783,1,µm^2,Surface,,,,,,14,
Area,202.729,202.729,202.729,0.000,202.729,202.729,202.729,202.729,1,µm^2,Surface,,,,,,15,
Area,173.937,173.937,173.937,0.000,173.937,173.937,173.937,173.937,1,µm^2,Surface,,,,,,16,
Class Duration,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,s,Surface,,Set 1::Class A,,,,10,
Class Duration,119.968,119.968,119.968,0.000,119.968,119.968,119.968,119.968,1,s,Surface,,Set 1::Class B,,,,11,
Class Duration,119.968,119.968,119.968,0.000,119.968,119.968,119.968,119.968,1,s,Surface,,Set 1::Class B,,,,12,
Class Duration,119.968,119.968,119.968,0.000,119.968,119.968,119.968,119.968,1,s,Surface,,Set 1::Class B,,,,13,
Class Duration,60.036,60.036,60.036,0.000,60.036,60.036,60.036,60.036,1,s,Surface,,Set 1::Class A,,,,14,
Class Duration,60.036,60.036,60.036,0.000,60.036,60.036,60.036,60.036,1,s,Surface,,Set 1::Class A,,,,15,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,,10,
Displacement Delta Length,0.919,0.919,0.919,0.000,0.919,0.919,0.919,0.919,1,µm,Surface,,,,,,11,
Displacement Delta Length,2.497,2.497,2.497,0.000,2.497,2.497,2.497,2.497,1,µm,Surface,,,,,,12,
Displacement Delta Length,1.064,1.064,1.064,0.000,1.064,1.064,1.064,1.064,1,µm,Surface,,,,,,13,
Displacement Delta Length,0.883,0.883,0.883,0.000,0.883,0.883,0.883,0.883,1,µm,Surface,,,,,,14,
Displacement Delta Length,0.515,0.515,0.515,0.000,0.515,0.515,0.515,0.515,1,µm,Surface,,,,,,15,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,,10,
Displacement Delta X,-0.488,-0.488,-0.488,0.000,-0.488,-0.488,-0.488,-0.488,1,µm,Surface,,,Displacement Delta,,,11,
Displacement Delta X,1.930,1.930,1.930,0.000,1.930,1.930,1.930,1.930,1,µm,Surface,,,Displacement Delta,,,12,
Displacement Delta X,-0.306,-0.306,-0.306,0.000,-0.306,-0.306,-0.306,-0.306,1,µm,Surface,,,Displacement Delta,,,13,
Displacement Delta X,-0.333,-0.333,-0.333,0.000,-0.333,-0.333,-0.333,-0.333,1,µm,Surface,,,Displacement Delta,,,14,
Displacement Delta X,0.491,0.491,0.491,0.000,0.491,0.491,0.491,0.491,1,µm,Surface,,,Displacement Delta,,,15,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,,10,
Displacement Delta Y,-0.756,-0.756,-0.756,0.000,-0.756,-0.756,-0.756,-0.756,1,µm,Surface,,,Displacement Delta,,,11,
Displacement Delta Y,1.378,1.378,1.378,0.000,1.378,1.378,1.378,1.378,1,µm,Surface,,,Displacement Delta,,,12,
Displacement Delta Y,0.143,0.143,0.143,0.000,0.143,0.143,0.143,0.143,1,µm,Surface,,,Displacement Delta,,,13,
