
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time,
Area,6.007,6.007,6.007,0.000,6.007,6.007,6.007,6.007,1,µm^2,Surface,,,,,,32,
Area,69.707,69.707,69.707,0.000,69.707,69.707,69.707,69.707,1,µm^2,Surface,,,,,,33,
Area,91.891,91.891,91.891,0.000,91.891,91.891,91.891,91.891,1,µm^2,Surface,,,,,,34,
Area,85.775,85.775,85.775,0.000,85.775,85.775,85.775,85.775,1,µm^2,Surface,,,,,,35,
Class Duration,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,s,Surface,,Set 1::Class A,,,,32,
Class Duration,120.029,120.029,120.029,0.000,120.029,120.029,120.029,120.029,1,s,Surface,,Set 1::Class B,,,,33,
Class Duration,120.029,120.029,120.029,0.000,120.029,120.029,120.029,120.029,1,s,Surface,,Set 1::Class B,,,,34,
Class Duration,120.029,120.029,120.029,0.000,120.029,120.029,120.029,120.029,1,s,Surface,,Set 1::Class B,,,,35,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,,32,
Displacement Delta Length,1.812,1.812,1.812,0.000,1.812,1.812,1.812,1.812,1,µm,Surface,,,,,,33,
Displacement Delta Length,1.731,1.731,1.731,0.000,1.731,1.731,1.731,1.731,1,µm,Surface,,,,,,34,
Displacement Delta Length,2.072,2.072,2.072,0.000,2.072,2.072,2.072,2.072,1,µm,Surface,,,,,,35,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,,32,
Displacement Delta X,1.708,1.708,1.708,0.000,1.708,1.708,1.708,1.708,1,µm,Surface,,,Displacement Delta,,,33,
Displacement Delta X,0.702,0.702,0.702,0.000,0.702,0.702,0.702,0.702,1,µm,Surface,,,Displacement Delta,,,34,
Displacement Delta X,-0.369,-0.369,-0.369,0.000,-0.369,-0.369,-0.369,-0.369,1,µm,Surface,,,Displacement Delta,,,35,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,,32,
Displacement Delta Y,-0.602,-0.602,-0.602,0.000,-0.602,-0.602,-0.602,-0.602,1,µm,Surface,,,Displacement Delta,,,33,
Displacement Delta Y,-1.351,-1.351,-1.351,0.000,-1.351,-1.351,-1.351,-1.351,1,µm,Surface,,,Displacement Delta,,,34,
Displacement Delta Y,0.472,0.472,0.472,0.000,0.472,0.472,0.472,0.472,1,µm,Surface,,,Displacement Delta,,,35,
Displacement Delta Z,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,Displacement Delta,,,32,
Displacement Delta Z,-0.051,-0.051,-0.051,0.000,-0.051,-0.051,-0.051,-0.051,1,µm,Surface,,,Displacement Delta,,,33,
Displacement Delta Z,0.823,0.823,0.823,0.000,0.823,0.823,0.823,0.823,1,µm,Surface,,,Displacement Delta,,,34,
Displacement Delta Z,1.983,1.983,1.983,0.000,1.983,1.983,1.983,1.983,1,µm,Surface,,,Displacement Delta,,,35,
Displacement Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,,32,
Displacement Length,1.812,1.812,1.812,0.000,1.812,1.812,1.812,1.812,1,µm,Surface,,,,,,33,
Displacement Length,3.196,3.196,3.196,0.000,3.196,3.196,3.196,3.196,1,µm,Surface,,,,,,34,
Displacement Length,3.735,3.735,3.735,0.000,3.735,3.735,3.735,3.735,1,µm,Surface,,,,,,35,
Distance from Origin,12626.246,12626.246,12626.246,0.000,12626.246,12626.246,12626.246,12626.246,1,µm,Surface,,,Distance from Origin,,,32,
Distance from Origin,12624.919,12624.919,12624.919,0.000,12624.919,12624.919,12624.919,12624.919,1,µm,Surface,,,Distance from Origin,,,33,
Distance from Origin,12624.750,12624.750,12624.750,0.000,12624.750,12624.750,12624.750,12624.750,1,µm,Surface,,,Distance from Origin,,,34,
Distance from Origin,12626.482,12626.482,12626.482,0.000,12626.482,12626.482,12626.482,12626.482,1,µm,Surface,,,Distance from Origin,,,35,
Distance to Image Border XY,13.847,13.847,13.847,0.000,13.847,13.847,13.847,13.847,1,µm,Surface,,,,Image 1,,32,
Distance to Image Border XY,11.472,11.472,11.472,0.000,11.472,11.472,11.472,11.472,1,µm,Surface,,,,Image 1,,33,
Distance to Image Border XY,10.017,10.017,10.017,0.000,10.017,10.017,10.017,10.017,1,µm,Surface,,,,Image 1,,34,
Distance to Image Border XY,10.384,10.384,10.384,0.000,10.384,10.384,10.384,10.384,1,µm,Surface,,,,Image 1,,35,
Ellipticity (oblate),0.197,0.197,0.197,0.000,0.197,0.197,0.197,0.197,1,,Surface,,,,,,32,
Ellipticity (oblate),0.383,0.383,0.383,0.000,0.383,0.383,0.383,0.383,1,,Surface,,,,,,33,
Ellipticity (oblate),0.213,0.213,0.213,0.000,0.213,0.213,0.213,0.213,1,,Surface,,,,,,34,
Ellipticity (oblate),0.227,0.227,0.227,0.000,0.227,0.227,0.227,0.227,1,,Surface,,,,,,35,
Ellipticity (prolate),0.568,0.568,0.568,0.000,0.568,0.568,0.568,0.568,1,,Surface,,,,,,32,
Ellipticity (prolate),0.179,0.179,0.179,0.000,0.179,0.179,0.179,0.179,1,,Surface,,,,,,33,
Ellipticity (prolate),0.171,0.171,0.171,0.000,0.171,0.171,0.171,0.171,1,,Surface,,,,,,34,
Ellipticity (prolate),0.226,0.226,0.226,0.000,0.226,0.226,0.226,0.226,1,,Surface,,,,,,35,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,,32,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,,33,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,,34,
Generation,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,,Surface,,,,,,35,
Intensity Max,180.000,180.000,180.000,0.000,180.000,180.000,180.000,180.000,1,,Surface,1,,,Image 1,,32,
Intensity Max,322.000,322.000,322.000,0.000,322.000,322.000,322.000,322.000,1,,Surface,1,,,Image 1,,33,
Intensity Max,298.000,298.000,298.000,0.000,298.000,298.000,298.000,298.000,1,,Surface,1,,,Image 1,,34,
Intensity Max,263.000,263.000,263.000,0.000,263.000,263.000,263.000,263.000,1,,Surface,1,,,Image 1,,35,
Intensity Mean,129.104,129.104,129.104,0.000,129.104,129.104,129.104,129.104,1,,Surface,1,,,Image 1,,32,
Intensity Mean,137.381,137.381,137.381,0.000,137.381,137.381,137.381,137.381,1,,Surface,1,,,Image 1,,33,
Intensity Mean,137.042,137.042,137.042,0.000,137.042,137.042,137.042,137.042,1,,Surface,1,,,Image 1,,34,
Intensity Mean,129.353,129.353,129.353,0.000,129.353,129.353,129.353,129.353,1,,Surface,1,,,Image 1,,35,
Intensity Median,128.031,128.031,128.031,0.000,128.031,128.031,128.031,128.031,1,,Surface,1,,,Image 1,,32,
Intensity Median,134.062,134.062,134.062,0.000,134.062,134.062,134.062,134.062,1,,Surface,1,,,Image 1,,33,
Intensity Median,133.062,133.062,133.062,0.000,133.062,133.062,133.062,133.062,1,,Surface,1,,,Image 1,,34,
Intensity Median,126.062,126.062,126.062,0.000,126.062,126.062,126.062,126.062,1,,Surface,1,,,Image 1,,35,
Intensity Min,89.000,89.000,89.000,0.000,89.000,89.000,89.000,89.000,1,,Surface,1,,,Image 1,,32,
Intensity Min,83.000,83.000,83.000,0.000,83.000,83.000,83.000,83.000,1,,Surface,1,,,Image 1,,33,
Intensity Min,79.000,79.000,79.000,0.000,79.000,79.000,79.000,79.000,1,,Surface,1,,,Image 1,,34,
Intensity Min,70.000,70.000,70.000,0.000,70.000,70.000,70.000,70.000,1,,Surface,1,,,Image 1,,35,
Intensity StdDev,18.157,18.157,18.157,0.000,18.157,18.157,18.157,18.157,1,,Surface,1,,,Image 1,,32,
Intensity StdDev,23.421,23.421,23.421,0.000,23.421,23.421,23.421,23.421,1,,Surface,1,,,Image 1,,33,
Intensity StdDev,22.991,22.991,22.991,0.000,22.991,22.991,22.991,22.991,1,,Surface,1,,,Image 1,,34,
Intensity StdDev,19.755,19.755,19.755,0.000,19.755,19.755,19.755,19.755,1,,Surface,1,,,Image 1,,35,
Intensity Sum,18591.000,18591.000,18591.000,0.000,18591.000,18591.000,18591.000,18591.000,1,,Surface,1,,,Image 1,,32,
Intensity Sum,706688.000,706688.000,706688.000,0.000,706688.000,706688.000,706688.000,706688.000,1,,Surface,1,,,Image 1,,33,
Intensity Sum,1070027.000,1070027.000,1070027.000,0.000,1070027.000,1070027.000,1070027.000,1070027.000,1,,Surface,1,,,Image 1,,34,
