
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,
Area,194.266,194.266,194.266,0.000,194.266,194.266,194.266,194.266,1,µm^2,Surface,,,,,1,
Area,235.359,235.359,235.359,0.000,235.359,235.359,235.359,235.359,1,µm^2,Surface,,,,,2,
Area,244.810,244.810,244.810,0.000,244.810,244.810,244.810,244.810,1,µm^2,Surface,,,,,3,
Area,244.563,244.563,244.563,0.000,244.563,244.563,244.563,244.563,1,µm^2,Surface,,,,,4,
Area,261.923,261.923,261.923,0.000,261.923,261.923,261.923,261.923,1,µm^2,Surface,,,,,5,
Area,284.238,284.238,284.238,0.000,284.238,284.238,284.238,284.238,1,µm^2,Surface,,,,,6,
Area,324.026,324.026,324.026,0.000,324.026,324.026,324.026,324.026,1,µm^2,Surface,,,,,7,
Area,331.505,331.505,331.505,0.000,331.505,331.505,331.505,331.505,1,µm^2,Surface,,,,,8,
Area,235.691,235.691,235.691,0.000,235.691,235.691,235.691,235.691,1,µm^2,Surface,,,,,9,
Area,226.780,226.780,226.780,0.000,226.780,226.780,226.780,226.780,1,µm^2,Surface,,,,,10,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,3,
Displacement Delta Length,1.748,1.748,1.748,0.000,1.748,1.748,1.748,1.748,1,µm,Surface,,,,,4,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,5,
Displacement Delta Length,0.968,0.968,0.968,0.000,0.968,0.968,0.968,0.968,1,µm,Surface,,,,,6,
Displacement Delta Length,1.905,1.905,1.905,0.000,1.905,1.905,1.905,1.905,1,µm,Surface,,,,,7,
Displacement Delta Length,1.155,1.155,1.155,0.000,1.155,1.155,1.155,1.155,1,µm,Surface,,,,,9,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,3,
Displacement Delta X,0.648,0.648,0.648,0.000,0.648,0.648,0.648,0.648,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta X,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,5,
Displacement Delta X,0.726,0.726,0.726,0.000,0.726,0.726,0.726,0.726,1,µm,Surface,,Displacement Delta,,,6,
Displacement Delta X,1.463,1.463,1.463,0.000,1.463,1.463,1.463,1.463,1,µm,Surface,,Displacement Delta,,,7,
Displacement Delta X,-1.095,-1.095,-1.095,0.000,-1.095,-1.095,-1.095,-1.095,1,µm,Surface,,Displacement Delta,,,9,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,3,
Displacement Delta Y,1.586,1.586,1.586,0.000,1.586,1.586,1.586,1.586,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta Y,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,5,
Displacement Delta Y,0.498,0.498,0.498,0.000,0.498,0.498,0.498,0.498,1,µm,Surface,,Displacement Delta,,,6,
Displacement Delta Y,0.211,0.211,0.211,0.000,0.211,0.211,0.211,0.211,1,µm,Surface,,Displacement Delta,,,7,
Displacement Delta Y,0.105,0.105,0.105,0.000,0.105,0.105,0.105,0.105,1,µm,Surface,,Displacement Delta,,,9,
Displacement Delta Z,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,3,
Displacement Delta Z,0.346,0.346,0.346,0.000,0.346,0.346,0.346,0.346,1,µm,Surface,,Displacement Delta,,,4,
Displacement Delta Z,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,Displacement Delta,,,5,
Displacement Delta Z,-0.402,-0.402,-0.402,0.000,-0.402,-0.402,-0.402,-0.402,1,µm,Surface,,Displacement Delta,,,6,
Displacement Delta Z,-1.201,-1.201,-1.201,0.000,-1.201,-1.201,-1.201,-1.201,1,µm,Surface,,Displacement Delta,,,7,
Displacement Delta Z,-0.354,-0.354,-0.354,0.000,-0.354,-0.354,-0.354,-0.354,1,µm,Surface,,Displacement Delta,,,9,
Displacement Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,3,
Displacement Length,1.748,1.748,1.748,0.000,1.748,1.748,1.748,1.748,1,µm,Surface,,,,,4,
Displacement Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,5,
Displacement Length,0.968,0.968,0.968,0.000,0.968,0.968,0.968,0.968,1,µm,Surface,,,,,6,
Displacement Length,2.805,2.805,2.805,0.000,2.805,2.805,2.805,2.805,1,µm,Surface,,,,,7,
Displacement Length,2.385,2.385,2.385,0.000,2.385,2.385,2.385,2.385,1,µm,Surface,,,,,9,
Distance from Origin,12691.104,12691.104,12691.104,0.000,12691.104,12691.104,12691.104,12691.104,1,µm,Surface,,Distance from Origin,,,1,
Distance from Origin,12691.398,12691.398,12691.398,0.000,12691.398,12691.398,12691.398,12691.398,1,µm,Surface,,Distance from Origin,,,2,
Distance from Origin,12692.201,12692.201,12692.201,0.000,12692.201,12692.201,12692.201,12692.201,1,µm,Surface,,Distance from Origin,,,3,
Distance from Origin,12693.438,12693.438,12693.438,0.000,12693.438,12693.438,12693.438,12693.438,1,µm,Surface,,Distance from Origin,,,4,
Distance from Origin,12694.008,12694.008,12694.008,0.000,12694.008,12694.008,12694.008,12694.008,1,µm,Surface,,Distance from Origin,,,5,
Distance from Origin,12694.360,12694.360,12694.360,0.000,12694.360,12694.360,12694.360,12694.360,1,µm,Surface,,Distance from Origin,,,6,
Distance from Origin,12694.500,12694.500,12694.500,0.000,12694.500,12694.500,12694.500,12694.500,1,µm,Surface,,Distance from Origin,,,7,
Distance from Origin,12693.896,12693.896,12693.896,0.000,12693.896,12693.896,12693.896,12693.896,1,µm,Surface,,Distance from Origin,,,8,
Distance from Origin,12693.625,12693.625,12693.625,0.000,12693.625,12693.625,12693.625,12693.625,1,µm,Surface,,Distance from Origin,,,9,
Distance from Origin,12691.712,12691.712,12691.712,0.000,12691.712,12691.712,12691.712,12691.712,1,µm,Surface,,Distance from Origin,,,10,
Distance to Image Border XY,17.222,17.222,17.222,0.000,17.222,17.222,17.222,17.222,1,µm,Surface,,,Image 1,,1,
Distance to Image Border XY,16.248,16.248,16.248,0.000,16.248,16.248,16.248,16.248,1,µm,Surface,,,Image 1,,2,
Distance to Image Border XY,14.770,14.770,14.770,0.000,14.770,14.770,14.770,14.770,1,µm,Surface,,,Image 1,,3,
Distance to Image Border XY,13.287,13.287,13.287,0.000,13.287,13.287,13.287,13.287,1,µm,Surface,,,Image 1,,4,
Distance to Image Border XY,10.457,10.457,10.457,0.000,10.457,10.457,10.457,10.457,1,µm,Surface,,,Image 1,,5,
Distance to Image Border XY,9.958,9.958,9.958,0.000,9.958,9.958,9.958,9.958,1,µm,Surface,,,Image 1,,6,
