
Average
 ==================== 
Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time,
Area,40.261,40.261,40.261,0.000,40.261,40.261,40.261,40.261,1,µm^2,Surface,,,,,,18,
Area,95.022,95.022,95.022,0.000,95.022,95.022,95.022,95.022,1,µm^2,Surface,,,,,,19,
Area,135.024,135.024,135.024,0.000,135.024,135.024,135.024,135.024,1,µm^2,Surface,,,,,,20,
Area,162.463,162.463,162.463,0.000,162.463,162.463,162.463,162.463,1,µm^2,Surface,,,,,,21,
Area,152.264,152.264,152.264,0.000,152.264,152.264,152.264,152.264,1,µm^2,Surface,,,,,,22,
Area,156.842,156.842,156.842,0.000,156.842,156.842,156.842,156.842,1,µm^2,Surface,,,,,,23,
Area,151.729,151.729,151.729,0.000,151.729,151.729,151.729,151.729,1,µm^2,Surface,,,,,,24,
Area,107.467,107.467,107.467,0.000,107.467,107.467,107.467,107.467,1,µm^2,Surface,,,,,,25,
Class Duration,59.941,59.941,59.941,0.000,59.941,59.941,59.941,59.941,1,s,Surface,,Set 1::Class A,,,,18,
Class Duration,59.941,59.941,59.941,0.000,59.941,59.941,59.941,59.941,1,s,Surface,,Set 1::Class A,,,,19,
Class Duration,300.090,300.090,300.090,0.000,300.090,300.090,300.090,300.090,1,s,Surface,,Set 1::Class B,,,,20,
Class Duration,300.090,300.090,300.090,0.000,300.090,300.090,300.090,300.090,1,s,Surface,,Set 1::Class B,,,,21,
Class Duration,300.090,300.090,300.090,0.000,300.090,300.090,300.090,300.090,1,s,Surface,,Set 1::Class B,,,,22,
Class Duration,300.090,300.090,300.090,0.000,300.090,300.090,300.090,300.090,1,s,Surface,,Set 1::Class B,,,,23,
Class Duration,300.090,300.090,300.090,0.000,300.090,300.090,300.090,300.090,1,s,Surface,,Set 1::Class B,,,,24,
Class Duration,300.090,300.090,300.090,0.000,300.090,300.090,300.090,300.090,1,s,Surface,,Set 1::Class B,,,,25,
Displacement Delta Length,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,µm,Surface,,,,,,18,
Displacement Delta Length,0.669,0.669,0.669,0.000,0.669,0.669,0.669,0.669,1,µm,Surface,,,,,,19,
Displacement Delta Length,1.016,1.016,1.016,0.000,1.016,1.016,1.016,1.016,1,µm,Surface,,,,,,20,
Displacement Delta Length,1.179,1.179,1.179,0.000,1.179,1.179,1.179,1.179,1,µm,Surface,,,,,,21,
Displacement Delta Length,0.999,0.999,0.999,0.000,0.999,0.999,0.999,0.999,1,µm,Surface,,,,,,22,
Displacement Delta Length,1.211,1.211,1.211,0.000,1.211,1.211,1.211,1.211,1,µm,Surface,,,,,,23,
